replicate	time	result	x	y	cue_reached
16	0	True	5.04792783452154303347	499.88237864879027938514	-1
16	50	True	7.47099689553895895955	499.27010578984715039041	-1
16	100	True	11.74338431073929278625	498.47416138541052532673	-1
16	150	True	16.37860068308610905774	498.68567549919703196792	-1
16	200	True	21.03757763429861427085	498.74215509970065340895	-1
16	250	True	25.62468050645488304440	499.44068420964219967573	-1
16	300	True	30.22050886058615049024	500.06221791880142291120	-1
16	350	True	34.83397497930539543631	500.18736132692731644056	-1
16	400	True	39.51689446823287710231	500.22010537271364682965	-1
16	450	True	44.21487917728061489697	500.02288347629433928887	-1
16	500	True	48.91320867513852022057	500.24839365531261137221	-1
16	550	True	53.55421715863197817953	499.99090112004739694385	-1
16	600	True	58.15615067785685710078	499.49497196152697142679	-1
16	650	True	62.79257161806197018450	499.15741300034983396472	-1
16	700	True	67.43210752654917428117	498.69709176132738548404	-1
16	750	True	72.07070172122874396337	498.38870002025311123361	-1
16	800	True	76.72895884797027576951	497.73284871821198294128	-1
16	850	True	81.35653474996006195852	497.28073762479414199333	-1
16	900	True	85.78202208176884369095	496.12740453002703588936	-1
16	950	True	90.38249435184407332144	496.25472854718191229040	-1
16	1000	True	94.96359655868266713696	497.09738481793687014942	-1
16	1050	True	99.50711345779852479154	497.61866492984529486421	-1
16	1100	True	104.05782678539794972039	497.33553676676638133358	-1
16	1150	True	108.62390391629936914342	497.49028590539251126756	-1
16	1200	True	113.23294263620802269088	497.81475405509524989611	-1
16	1250	True	117.87154429526121646177	498.15046078740903112703	-1
16	1300	True	122.53153626985159974083	498.34008532246832601231	-1
16	1350	True	127.13676802829409950846	498.78242755944108921540	-1
16	1400	True	131.68729256212355949174	498.05271573338490043170	-1
16	1450	True	136.29434998366721742968	498.36751314138183488467	-1
16	1500	True	140.86321749833408034647	498.24840673690999892642	-1
16	1550	True	145.49773733381798024311	497.82941377867098253773	-1
16	1600	True	149.99217423969855644827	496.88166539976043623028	-1
16	1650	True	154.50611798342865199629	496.97051837278593211522	-1
16	1700	True	159.11931022403379643038	496.95194934190504909566	-1
16	1750	True	163.68619744032673679612	497.98374200297405423044	-1
16	1800	True	167.87459806325185240894	499.64728377457868191414	-1
16	1850	True	172.17916879804016616617	501.21371457767537549444	-1
16	1900	True	176.45303429582932608355	502.94222428251720202752	-1
16	1950	True	180.55391079482552640911	505.10815225356327573536	-1
16	2000	True	185.04712392643392604441	505.79258066600340271179	-1
16	2050	True	189.48449323003279687327	506.90446524514686643670	-1
16	2100	True	194.00893148918274278003	507.86220915005861797908	-1
16	2150	False	197.70358520669864788033	508.65927056614486900799	-1
16	2150	False	197.70358520669864788033	508.65927056614486900799	-1
44	0	True	4.81660084577561597996	499.90715500783255720307	-1
44	50	True	6.72196293631468844154	498.72242238549375770162	-1
44	100	True	10.49253981935030033412	498.75525455544419628495	-1
44	150	True	14.79119241859337030576	499.84795464349076610233	-1
44	200	True	19.06565385569085790962	500.57133524231147703176	-1
44	250	True	23.67491852764328896797	501.02165881911241740454	-1
44	300	True	28.22980295127107552844	501.57804884366709075039	-1
44	350	True	32.73292079122266073909	501.94014615162501513623	-1
44	400	True	37.29613431676538226611	501.59683666889100095432	-1
44	450	True	41.76575824113714219266	501.58636491597212625493	-1
44	500	True	46.24697843923487994289	502.04445743312066952058	-1
44	550	True	50.76603245806949615826	502.11631830863461800618	-1
44	600	True	55.36489632602501131942	502.25267699109031127591	-1
44	650	True	59.99296869035757850952	502.59555178504757577684	-1
44	700	True	64.46619133521487299276	503.31386384321729110525	-1
44	750	True	68.94955272614379282459	504.09205231885982811946	-1
44	800	True	73.52725706692390872377	504.23603217457986147565	-1
44	850	True	77.96074538507710371960	505.23454397739993737559	-1
44	900	True	82.57070807346613605660	505.23856111324761286596	-1
44	950	True	87.18283579113476378097	504.99048702409879751940	-1
44	1000	True	91.80551403204430016558	505.39086838405927437634	-1
44	1050	True	96.35029377595417088287	506.14806949064552554773	-1
44	1100	True	100.84666992455122169758	506.88328854857593341876	-1
44	1150	True	105.47585409461224514871	506.75697757206756932646	-1
44	1200	True	110.09174131389539752490	506.90926933401630094522	-1
44	1250	True	114.63868996059764526763	506.21592755141216457559	-1
44	1300	True	119.26141442980079432346	505.80904376535261235404	-1
44	1350	True	123.81896024587447868726	506.22317503988233511336	-1
44	1400	True	128.39982364948858162279	506.82927523974137784535	-1
44	1450	True	132.94182706295939055963	507.88267993912296560666	-1
44	1500	True	137.54613691886785886709	508.69043359610088828049	-1
44	1550	True	142.15878573716884147871	509.55465745147199640996	-1
44	1600	True	146.80001103056102351729	510.26274519350812397533	-1
44	1650	True	151.34947713382655365422	511.15019632661517334782	-1
44	1700	True	155.99486575015779976638	510.79368514142612411888	-1
44	1750	True	160.50417335253266060136	509.71850422010601278089	-1
44	1800	True	164.91250945441430530991	508.33664159074402277838	-1
44	1850	True	169.45083552473619192824	507.53023878606660446167	-1
44	1900	True	174.01654512198174984405	507.16783908707168393448	-1
44	1950	True	178.57890866967034071422	506.85802069284932258597	-1
44	2000	True	183.10132560242192312217	507.60479623777240476556	-1
44	2050	True	187.44634838917426122862	509.28075675690433854470	-1
44	2100	True	191.43891313282583155342	511.67805361097623517708	-1
44	2150	True	195.59824114117256499412	513.38704239385208438762	-1
44	2200	True	199.72910993223075593050	514.85650041464282367087	-1
44	2250	False	203.46125824680137839096	516.36708746667829927901	-1
44	2250	False	203.46125824680137839096	516.36708746667829927901	-1
24	0	True	4.26190739302333376770	499.78731147218752539629	-1
24	50	True	4.27356799292809430568	500.27343568877563484421	-1
