replicate	time	result	x	y	cue_reached
0	0	True	4.901030100159603	499.7441262071405	-1
0	50	True	6.077849673676061	499.70809826598463	-1
0	100	True	9.315809882421835	500.04731091508125	-1
0	150	True	13.750246870772276	500.2403471118043	-1
0	200	True	18.396577485361355	500.26479486263565	-1
0	250	True	23.008708191564246	500.4771524217871	-1
0	300	True	27.673435650488255	500.52913482318024	-1
0	350	True	32.135291040960915	501.48691237629595	-1
0	400	True	36.592366948468225	502.65226602853886	-1
0	450	True	41.268456715938406	502.9588870799289	-1
0	500	True	45.89297689131752	502.7406971814171	-1
0	550	True	50.502204490870966	502.21064057650034	-1
0	600	True	55.093853914677865	501.4933665602137	-1
0	650	True	59.727951752668176	500.92762585762483	-1
0	700	True	64.42282509581239	500.6032565314639	-1
0	750	True	68.95795858569743	499.8142789459505	-1
0	800	True	73.55446730972088	499.3614602826268	-1
0	850	True	78.2346100392996	499.05159943860997	-1
0	900	True	82.94336470888949	498.85637736711175	-1
0	950	True	87.65493394107725	498.84078479365127	-1
0	1000	True	92.30536405462753	498.76961937891025	-1
0	1050	True	96.86466256794456	498.77435431578425	-1
0	1100	True	101.51970106362907	499.1391579523623	-1
0	1150	True	106.16498984602873	499.4810814754967	-1
0	1200	True	110.7570290233292	499.834449907702	-1
0	1250	True	115.3128889842535	500.76403511589496	-1
0	1300	True	119.81993130429981	501.7687572781714	-1
0	1350	True	124.46447243232974	502.15609482526696	-1
0	1400	True	129.05480876533872	502.9829166842735	-1
0	1450	True	133.696131183516	503.54208127739645	-1
0	1500	True	138.3484072675075	503.2420662695797	-1
0	1550	True	143.00866435870392	503.45206185941373	-1
0	1600	True	147.61860700379265	503.12188901958535	-1
0	1650	True	152.0561298430376	503.4156172288094	-1
0	1700	True	156.60503342436687	504.1011699043066	-1
0	1750	True	161.2209565401855	503.4190590440565	-1
0	1800	True	165.70556639179506	502.66545041050557	-1
0	1850	True	170.05110202575275	501.2878446972234	-1
0	1900	True	173.8401837164972	498.5228755206372	-1
0	1950	True	177.7661140285216	495.9377345369677	-1
0	2000	True	181.99610493275475	494.1197061728273	-1
0	2050	True	186.27492202372514	492.54395770783935	-1
0	2100	True	190.57117947249682	490.71087546166626	-1
0	2150	True	194.57339706557548	488.4153334488241	-1
0	2200	True	198.0923744972228	485.26988106126885	-1
0	2250	True	201.59914967634415	482.2240229688015	-1
0	2300	True	205.53503049892336	479.87693303155186	-1
0	2350	True	209.82457749116597	478.1828366863758	-1
0	2400	True	213.78032565499646	475.65108411159406	-1
0	2450	True	217.36564597812156	472.7045352613647	-1
0	2500	True	221.21073368633765	470.1298546448294	-1
0	2550	True	224.20879238402776	466.5512407414174	-1
0	2600	True	226.94257735305186	462.7990781245965	-1
0	2650	True	230.27241310679392	459.6578356459673	-1
0	2700	True	234.20602514271258	457.19388920209735	-1
0	2750	True	237.9563401078329	454.3609505466741	-1
0	2800	True	241.3866426573673	451.3139057744807	-1
0	2850	True	244.3993876852688	447.7705989280165	-1
0	2900	True	247.73664598648062	444.49871140920135	-1
0	2950	True	250.43226740932894	440.79391581379025	-1
0	3000	True	253.16372710739796	437.1335973395101	-1
0	3050	True	256.14165190745797	433.51356526306455	-1
0	3100	True	259.1912606702448	430.00589419845323	-1
0	3150	True	261.82367626181383	426.09245637070205	-1
0	3200	True	264.40319377835226	422.19309765166656	-1
0	3250	True	266.75607469470714	418.3050245731891	-1
0	3300	True	269.8300830890756	415.06082535232923	-1
0	3350	True	272.79361898717195	411.4955477660944	-1
0	3400	True	275.1218318614789	407.5924326472525	-1
0	3450	True	278.14907756369905	404.2331556590179	-1
0	3500	True	281.3097826279434	400.800263336311	-1
0	3550	True	284.7619190046163	397.6654069590204	-1
0	3600	True	287.9829315657158	394.3370002427592	-1
0	3650	True	291.2065101986301	390.9915605957491	-1
0	3700	True	293.8688252289992	387.23154566787167	-1
0	3750	True	296.1958001518677	383.4114058326899	-1
0	3800	True	298.26036274435586	379.37717160591086	-1
0	3850	True	300.56526231502096	375.58832363880504	-1
0	3900	True	303.1994500405092	371.70707726723464	-1
0	3950	True	305.790657136472	367.81857845104497	-1
0	4000	True	309.01060983381706	364.53013423312007	-1
0	4050	True	312.3217041654406	361.37434973440503	-1
0	4100	True	315.7193158961483	358.1812427966424	-1
0	4150	True	319.41139656488286	355.3023684468236	-1
0	4200	True	323.2804113799834	352.6152947290869	-1
0	4250	True	327.13123093411537	349.85962451430333	-1
0	4300	True	330.81241105488533	347.00078665468004	-1
0	4350	True	334.20585814939403	343.8381272990269	-1
0	4400	True	336.5770717120877	340.0490431454766	-1
0	4450	True	338.8558166621037	336.01209174635056	-1
0	4500	True	341.03361786312576	331.8836518820947	-1
0	4550	True	343.18559462538695	327.8635375181933	-1
0	4600	True	346.2858755491806	324.5815451349941	-1
0	4650	True	350.0424770734817	321.8912294127056	-1
0	4700	True	353.6033574419607	319.0089056432858	-1
0	4750	True	357.4117226473848	316.41620069518194	-1
0	4800	True	360.6889452073943	313.1958299058251	-1
0	4850	True	362.8850377807558	309.13898215211935	-1
0	4900	True	365.555168342966	305.5944902678267	-1
0	4950	True	368.4925471067441	302.03559943995646	-1
0	5000	True	371.748538347287	298.68232643221177	-1
0	5050	True	374.4752358001886	295.1520228916265	-1
0	5100	True	377.0065050787708	291.4688152448803	-1
0	5150	True	379.9303766585355	288.0130491893296	-1
0	5200	True	383.106710488138	284.8055020230089	-1
0	5220	True	384.4606523785124	283.49339534592747	0
