replicate	time	id	dir_x	dir_y
0	-1	0	0.04548730540118392	0.9989649168250803
0	-1	1	0.22736832231820192	-0.9738088344260418
0	-1	2	0.29989874798137184	0.95397103779895
0	-1	3	-0.7430627437266999	-0.6692217561356988
0	-1	4	0.2872118780619569	0.9578670769475917
0	-1	5	0.2764343003947776	-0.9610328181520389
0	-1	6	0.9970391881568783	0.07689510569257967
0	-1	7	0.5600390076306119	-0.8284662394643003
0	-1	8	0.27205556443173234	0.9622815439681526
0	-1	9	0.5091892739404011	-0.8606545667711565
0	-1	10	-0.8819460158350674	-0.4713504271268364
0	-1	11	-0.4376136259698455	0.8991631188864032
0	-1	12	0.10328873450052163	-0.9946514149817919
0	-1	13	-0.07173866033250721	-0.9974234630354838
0	-1	14	-0.938954115228214	-0.34404239491086247
0	-1	15	-0.8442969511363243	0.5358755996515491
0	-1	16	-0.9400242304840939	0.34110767523289054
0	-1	17	-0.8623596542731207	0.5062961847396678
0	-1	18	-0.45428582357327657	0.8908559875200648
0	-1	19	-0.9552271737362833	-0.2958733623626712
0	-1	20	-0.9448579108797674	-0.32748057690177823
0	-1	21	-0.4750796533614246	0.8799427952781866
0	-1	22	0.6253492965880559	0.7803449604225197
0	-1	23	-0.7645899010709536	0.6445170930086412
0	-1	24	-0.893869254798083	-0.44832773205181037
0	-1	25	0.9534684186511588	-0.3014929097588506
0	-1	26	0.3425180651219565	-0.9395112426496616
0	-1	27	0.2713618159039103	-0.9624774100566372
0	-1	28	0.7978421119061594	0.6028664565798294
0	-1	29	-0.8225379973871216	0.5687101571577419
0	-1	30	-0.1184009457470687	-0.9929658685202627
0	-1	31	0.9721550324777974	-0.23433862854444762
0	-1	32	-0.4665236292654092	-0.8845087355911365
0	-1	33	0.810721346448549	-0.5854322321265304
0	-1	34	-0.9266680933577939	0.37588062566808506
0	-1	35	0.9075115851170394	-0.42002705017457914
0	-1	36	0.3340370145657153	0.942559957191066
0	-1	37	-0.3106896616507368	0.950511406635055
0	-1	38	-0.9997666368314047	0.021602589632313672
0	-1	39	-0.9997001162360686	-0.024488315531923956
0	-1	40	0.8153930149054204	0.5789077916589558
0	-1	41	-0.5286437416214018	0.8488437986134578
0	-1	42	-0.21936604724042466	-0.9756426278705291
0	-1	43	-0.30208740577987653	-0.953280231238005
0	-1	44	0.7575420608090848	-0.6527863556364555
0	-1	45	-0.9993115620316662	-0.03709989204608873
0	-1	46	-0.2980997852353302	-0.9545347128536762
0	-1	47	0.5105029619613455	-0.8598759944484397
0	-1	48	0.146313278618425	0.9892383052126151
0	-1	49	0.007763219048198078	-0.9999698657609687
0	-1	50	0.9628755777076301	-0.26994559054409034
0	-1	51	-0.1848223175557973	0.9827719526590611
0	-1	52	0.7461491438120427	0.6657788335390031
0	-1	53	0.6580597146689976	0.7529657441940885
0	-1	54	0.369077132362258	0.9293987682191387
0	-1	55	-0.7519475091004972	0.6592229847005925
0	-1	56	0.5949761156086423	0.8037433805980934
0	-1	57	-0.3181432610759107	-0.9480426495849145
0	-1	58	0.423339542309565	0.9059710988310433
0	-1	59	0.28326183215802603	0.9590426134653655
18	-1	0	-0.9148659033940337	0.40375782197626664
18	-1	1	-0.3091232388989415	-0.951021988795542
18	-1	2	-0.8322683555745571	-0.554372964987672
18	-1	3	-0.9805579783054251	0.19622958793611478
18	-1	4	-0.2061007202444783	0.9785307829162593
18	-1	5	-0.8159374361768764	0.5781402081200595
18	-1	6	0.47619420983532024	0.879340135851489
18	-1	7	0.8858518398769506	0.4639682292858223
18	-1	8	0.9812199372567857	0.19289228789609392
18	-1	9	-0.16222003019959763	-0.9867546107325983
18	-1	10	0.025568834584284307	0.9996730639053958
18	-1	11	-0.026888062343519717	0.9996384506927547
18	-1	12	-0.9324038214334643	-0.3614181979041349
18	-1	13	-0.5569795047321391	0.8305262375797293
18	-1	14	-0.6731417732126591	-0.7395134570486983
18	-1	15	-0.9985567591980324	0.05370659791797062
18	-1	16	0.9853666571606019	0.17044808874299794
18	-1	17	0.44151528615458385	-0.897253727822758
18	-1	18	-0.9478672960804743	-0.31866532447238505
18	-1	19	0.19876004813827572	-0.9800481841542641
18	-1	20	0.8765812897020762	-0.481253823407404
18	-1	21	-0.44397501759586705	0.896039164183547
18	-1	22	-0.757416636207786	0.6529318794450785
18	-1	23	-0.9452115659263787	0.3264584133377529
18	-1	24	-0.13257700286901195	-0.9911727086185687
18	-1	25	-0.9620492120237311	-0.27287600415668317
18	-1	26	0.03988362642954384	-0.9992043316273347
18	-1	27	-0.9493803288020075	0.3141289405384231
18	-1	28	-0.9519423867276738	-0.30627714957407415
18	-1	29	-0.6194466509006221	-0.7850387548955802
18	-1	30	-0.3773111292644449	-0.9260865573655571
18	-1	31	-0.6647989627598232	0.7470223150036839
18	-1	32	0.622835854374852	0.782352541061348
18	-1	33	-0.3652325715073156	-0.9309163059642653
18	-1	34	-0.10445127276035011	0.9945300053888485
18	-1	35	0.06737733677491504	-0.9977275652647468
18	-1	36	0.7582613550208114	0.6519507017267511
18	-1	37	-0.5594466831173951	-0.8288663394956661
18	-1	38	0.7142382242019165	0.699902678298128
18	-1	39	-0.3629467368410998	0.9318098873785347
18	-1	40	-0.46875052825923474	-0.8833305962416836
18	-1	41	0.5353323997237059	0.8446414753053856
18	-1	42	0.8474850502889889	-0.5308192625900741
18	-1	43	-0.9942371283687061	-0.1072032302365412
18	-1	44	-0.7055776644750371	0.7086325983144947
18	-1	45	-0.6321780401828705	0.7748231575724521
18	-1	46	-0.8851639307944404	-0.4652792877622374
18	-1	47	0.3216890737446077	-0.9468453621544208
18	-1	48	-0.028288250593690906	0.9995998073621005
18	-1	49	-0.9993713739879141	0.035452176992516585
18	-1	50	-0.9187588617098534	0.3948191409108915
18	-1	51	0.6040071059070835	0.7969789307213517
18	-1	52	0.533598716274775	0.8457377903286055
18	-1	53	0.8931535986835044	-0.44975176393062144
18	-1	54	0.8916895084937222	0.45264756758677505
18	-1	55	0.7821115236871012	0.6231384794055338
18	-1	56	-0.09487193410026798	0.9954894856903685
18	-1	57	-0.5224673471957753	-0.8526592936889912
18	-1	58	-0.9234025623774539	-0.3838329165076289
18	-1	59	-0.993697228378156	-0.11209736086800073
2	-1	0	-0.0024713851950677085	-0.9999969461229458
2	-1	1	-0.8854611728454426	-0.46471336475635516
2	-1	2	-0.968137708971051	-0.25041840281473826
2	-1	3	-0.19070461633109814	0.9816474669197739
2	-1	4	-0.9999541178301538	0.009579260645741335
2	-1	5	-0.8645815022543916	0.5024926128407656
2	-1	6	0.8247488643031738	0.5654991696109067
2	-1	7	0.24603916505059784	-0.9692598873682975
2	-1	8	-0.34473111036952464	-0.9387014762656947
2	-1	9	0.8597689356162727	0.5106832456124458
2	-1	10	-0.8595396860302499	0.5110690052615394
2	-1	11	0.6342835442773125	0.77310050152552
2	-1	12	0.9882333190465209	-0.15295393792347145
2	-1	13	-0.11108112768941307	-0.9938113417904065
2	-1	14	0.3833384012283695	-0.9236079634475212
2	-1	15	0.9453784997689589	-0.32597468026610976
2	-1	16	0.2911891257808381	0.9566655073885497
2	-1	17	0.9814074307335577	-0.19193606982783898
2	-1	18	0.27876792570204145	-0.9603584974371712
2	-1	19	-0.9125469100496877	0.40897204911676704
2	-1	20	-0.9268807500909905	-0.37535593123162814
2	-1	21	-0.536681043190543	0.8437851965280682
2	-1	22	-0.9404930293639426	-0.33981298050226694
2	-1	23	-0.29739319669116093	0.9547550924513639
2	-1	24	0.9999624461480957	-0.008666388724069753
2	-1	25	-0.8162290538859246	0.5777284237360045
2	-1	26	0.0812089378354924	0.9966970996323964
2	-1	27	-0.07449540808519962	0.997221356657698
2	-1	28	-0.9941893843041898	0.10764510270725755
