alpha	beta	Jinit	J12	Jmax	theta0
0.2	0.005	0.5	0.3	6	0.17453292519943295

omega	theta1_i	theta2_i	theta1_f	theta2_f	J1_f	J2_f
0.0	0.0	-1.5707963267948966	-2.7517068499748597e-16	2.7511367677990255e-16	5.999999996480431	5.999999993299839
0.0	0.0	-1.3962634015954636	5.214289758884304e-27	-5.1796399962847855e-27	6.0	6.0
0.0	0.0	-1.2217304763960306	-2.934061010867159e-25	3.2117839122606497e-25	5.99999999999616	5.999999999993322
0.0	0.0	-1.0471975511965979	-8.599288561988853e-23	8.280746285533077e-23	6.0	6.0
0.0	0.0	-0.8726646259971648	3.216281311693306e-20	-3.203807966397498e-20	6.000000000002736	6.000000000004277
0.0	0.0	-0.6981317007977318	1.0848616349508234e-22	-1.0711580899878733e-22	6.0	6.000000000000001
0.0	0.0	-0.5235987755982989	-2.703927797250276e-21	2.6948664913974213e-21	5.9999999999998295	5.999999999999771
0.0	0.0	-0.34906585039886595	-1.7219648177340046e-18	1.7239326979263024e-18	5.999999999994796	5.999999999993746
0.0	0.0	-0.17453292519943298	-1.152685333320511e-25	1.1526695802595143e-25	6.000000000015858	6.000000000015858
0.0	0.0	0.0	0.0	0.0	6.000000000000276	6.000000000000276
0.0	0.17453292519943295	-1.5707963267948966	2.0463875130910493e-23	-2.048746216283138e-23	6.000000000000004	6.000000000000007
0.0	0.17453292519943295	-1.3962634015954636	-1.137220844306958e-21	1.1463863364512178e-21	5.9999999999978275	5.999999999996076
0.0	0.17453292519943295	-1.2217304763960306	-1.0779852737081264e-23	1.0743451508441038e-23	5.999999999999996	5.999999999999993
0.0	0.17453292519943295	-1.0471975511965979	-4.142273515206783e-28	4.0565192118754326e-28	5.9999999999999964	5.999999999999994
0.0	0.17453292519943295	-0.8726646259971648	2.193377633284926e-25	-2.2175785388487494e-25	6.000000000000002	6.000000000000003
0.0	0.17453292519943295	-0.6981317007977318	-4.572554795811186e-25	4.599574778282844e-25	5.999999999996733	5.99999999999532
0.0	0.17453292519943295	-0.5235987755982989	-5.769772684492166e-25	5.840463333404952e-25	5.999999999999998	5.999999999999997
0.0	0.17453292519943295	-0.34906585039886595	1.4735837647342215e-28	-1.4732668421961258e-28	5.999999999999786	5.999999999999751
0.0	0.17453292519943295	-0.17453292519943298	1.463410848574925e-27	-1.4634108890388527e-27	5.999999999999724	5.999999999999724
0.0	0.17453292519943295	0.0	-1.312759248425068e-23	1.536221066151333e-23	5.999999999993398	5.999999999993398
0.0	0.3490658503988659	-1.5707963267948966	1.4030140341081088e-25	-1.4031182328257055e-25	6.0	5.999999999999999
0.0	0.3490658503988659	-1.3962634015954636	3.789556648095427e-22	-5.871686148750894e-22	5.9999999999185345	5.999999999865561
0.0	0.3490658503988659	-1.2217304763960306	-1.2714234637247952e-25	1.2758565286059093e-25	6.000000000078612	6.000000000122889
0.0	0.3490658503988659	-1.0471975511965979	-4.220281371829783e-24	3.764588344570572e-24	6.0000000000823785	6.000000000121121
0.0	0.3490658503988659	-0.8726646259971648	2.751936262914467e-26	-2.763671979113414e-26	5.999999999999933	5.9999999999999085
0.0	0.3490658503988659	-0.6981317007977318	1.8526693195177716e-26	-1.665160264626123e-26	5.999999999999925	5.999999999999907
0.0	0.3490658503988659	-0.5235987755982989	-1.4792632625891392e-23	1.4839600141736735e-23	6.000000000000009	6.00000000000001
0.0	0.3490658503988659	-0.34906585039886595	-3.64805385005439e-23	3.648051900013364e-23	6.000000000075961	6.000000000075961
