K,omega1,omega2,theta1,theta2,omega_diff
0.1,0.0,0,[0.],[0.],0.0
0.1,0.017453292519943295,0,[0.01527 0.016  ],[0.00218 0.00145],0.017453292519943295
0.1,0.03490658503988659,0,[  nan 0.032],[    nan 0.00291],0.03490658503988659
0.1,0.05235987755982989,0,[  nan 0.048],[    nan 0.00436],0.05235987755982989
0.1,0.06981317007977318,0,[  nan 0.064],[    nan 0.00582],0.06981317007977318
0.1,0.08726646259971647,0,[ nan 0.08],[    nan 0.00727],0.08726646259971647
0.1,0.10471975511965978,0,[  nan 0.096],[    nan 0.00872],0.10471975511965978
0.1,0.12217304763960307,0,[    nan 0.11201],[    nan 0.01017],0.12217304763960307
0.1,0.13962634015954636,0,[    nan 0.12801],[    nan 0.01161],0.13962634015954636
0.1,0.15707963267948966,0,[    nan 0.14402],[    nan 0.01306],0.15707963267948966
0.1,0.17453292519943295,0,[    nan 0.16003],[   nan 0.0145],0.17453292519943295
0.1,0.19198621771937624,0,[    nan 0.17604],[    nan 0.01594],0.19198621771937624
0.1,0.20943951023931956,0,[    nan 0.19206],[    nan 0.01738],0.20943951023931956
0.1,0.22689280275926285,0,[    nan 0.20808],[    nan 0.01881],0.22689280275926285
0.1,0.24434609527920614,0,[   nan 0.2241],[    nan 0.02025],0.24434609527920614
0.1,0.2617993877991494,0,[    nan 0.24013],[    nan 0.02167],0.2617993877991494
0.1,0.2792526803190927,0,[    nan 0.25616],[   nan 0.0231],0.2792526803190927
0.1,0.29670597283903605,0,[    nan 0.27219],[    nan 0.02452],0.29670597283903605
0.1,0.3141592653589793,0,[    nan 0.28823],[    nan 0.02593],0.3141592653589793
0.1,0.33161255787892263,0,[    nan 0.30427],[    nan 0.02734],0.33161255787892263
0.1,0.3490658503988659,0,[    nan 0.32032],[    nan 0.02875],0.3490658503988659
0.1,0.3665191429188092,0,[    nan 0.33637],[    nan 0.03015],0.3665191429188092
0.1,0.3839724354387525,0,[    nan 0.35243],[    nan 0.03155],0.3839724354387525
0.1,0.4014257279586958,0,[    nan 0.36849],[    nan 0.03294],0.4014257279586958
0.1,0.4188790204786391,0,[    nan 0.38456],[    nan 0.03432],0.4188790204786391
0.1,0.4363323129985824,0,[    nan 0.40064],[   nan 0.0357],0.4363323129985824
0.1,0.4537856055185257,0,[    nan 0.41672],[    nan 0.03707],0.4537856055185257
0.1,0.47123889803846897,0,[    nan 0.43281],[    nan 0.03843],0.47123889803846897
0.1,0.4886921905584123,0,[   nan 0.4489],[    nan 0.03979],0.4886921905584123
0.1,0.5061454830783556,0,[    nan 0.46501],[    nan 0.04114],0.5061454830783556
0.1,0.5235987755982988,0,[    nan 0.48112],[    nan 0.04248],0.5235987755982988
0.1,0.5410520681182421,0,[    nan 0.49723],[    nan 0.04382],0.5410520681182421
0.1,0.5585053606381855,0,[    nan 0.51336],[    nan 0.04514],0.5585053606381855
0.1,0.5759586531581288,0,[   nan 0.5295],[    nan 0.04646],0.5759586531581288
0.1,0.5934119456780721,0,[    nan 0.54564],[    nan 0.04777],0.5934119456780721
0.1,0.6108652381980153,0,[    nan 0.56179],[    nan 0.04907],0.6108652381980153
0.1,0.6283185307179586,0,[    nan 0.57795],[    nan 0.05037],0.6283185307179586
0.1,0.6457718232379019,0,[    nan 0.59412],[    nan 0.05165],0.6457718232379019
0.1,0.6632251157578453,0,[   nan 0.6103],[    nan 0.05292],0.6632251157578453
0.1,0.6806784082777885,0,[    nan 0.62649],[    nan 0.05418],0.6806784082777885
0.1,0.6981317007977318,0,[   nan 0.6427],[    nan 0.05544],0.6981317007977318
0.1,0.7155849933176751,0,[    nan 0.65891],[    nan 0.05668],0.7155849933176751
0.1,0.7330382858376184,0,[    nan 0.67513],[    nan 0.05791],0.7330382858376184
0.1,0.7504915783575618,0,[    nan 0.69136],[    nan 0.05913],0.7504915783575618
0.1,0.767944870877505,0,[    nan 0.70761],[    nan 0.06034],0.767944870877505
0.1,0.7853981633974483,0,[    nan 0.72386],[    nan 0.06153],0.7853981633974483
0.1,0.8028514559173916,0,[    nan 0.74013],[    nan 0.06272],0.8028514559173916
0.1,0.8203047484373349,0,[    nan 0.75641],[    nan 0.06389],0.8203047484373349
0.1,0.8377580409572782,0,[    nan 0.77271],[    nan 0.06505],0.8377580409572782
0.1,0.8552113334772214,0,[    nan 0.78901],[   nan 0.0662],0.8552113334772214
0.1,0.8726646259971648,0,[    nan 0.80533],[    nan 0.06733],0.8726646259971648
0.1,0.8901179185171081,0,[    nan 0.82167],[    nan 0.06845],0.8901179185171081
0.1,0.9075712110370514,0,[    nan 0.83801],[    nan 0.06956],0.9075712110370514
0.1,0.9250245035569946,0,[    nan 0.85437],[    nan 0.07065],0.9250245035569946
0.1,0.9424777960769379,0,[    nan 0.87075],[    nan 0.07173],0.9424777960769379
0.1,0.9599310885968813,0,[    nan 0.88714],[    nan 0.07279],0.9599310885968813
0.1,0.9773843811168246,0,[    nan 0.90354],[    nan 0.07384],0.9773843811168246
0.1,0.9948376736367679,0,[    nan 0.91996],[    nan 0.07487],0.9948376736367679
0.1,1.0122909661567112,0,[   nan 0.9364],[    nan 0.07589],1.0122909661567112
0.1,1.0297442586766545,0,[    nan 0.95285],[    nan 0.07689],1.0297442586766545
0.1,1.0471975511965976,0,[    nan 0.96932],[    nan 0.07788],1.0471975511965976
0.1,1.064650843716541,0,[    nan 0.98581],[    nan 0.07885],1.064650843716541
0.1,1.0821041362364843,0,[    nan 1.00231],[   nan 0.0798],1.0821041362364843
0.1,1.0995574287564276,0,[    nan 1.01883],[    nan 0.08073],1.0995574287564276
0.1,1.117010721276371,0,[    nan 1.03536],[    nan 0.08165],1.117010721276371
0.1,1.1344640137963142,0,[    nan 1.05192],[    nan 0.08255],1.1344640137963142
0.1,1.1519173063162575,0,[    nan 1.06849],[    nan 0.08343],1.1519173063162575
0.1,1.1693705988362009,0,[    nan 1.08508],[    nan 0.08429],1.1693705988362009
0.1,1.1868238913561442,0,[    nan 1.10169],[    nan 0.08513],1.1868238913561442
0.1,1.2042771838760873,0,[    nan 1.11832],[    nan 0.08596],1.2042771838760873
0.1,1.2217304763960306,0,[    nan 1.13497],[    nan 0.08676],1.2217304763960306
0.1,1.239183768915974,0,[    nan 1.15164],[    nan 0.08755],1.239183768915974
0.1,1.2566370614359172,0,[    nan 1.16833],[    nan 0.08831],1.2566370614359172
0.1,1.2740903539558606,0,[    nan 1.18504],[    nan 0.08906],1.2740903539558606
0.1,1.2915436464758039,0,[    nan 1.20177],[    nan 0.08978],1.2915436464758039
0.1,1.3089969389957472,0,[    nan 1.21852],[    nan 0.09048],1.3089969389957472
0.1,1.3264502315156905,0,[    nan 1.23529],[    nan 0.09116],1.3264502315156905
0.1,1.3439035240356338,0,[    nan 1.25208],[    nan 0.09182],1.3439035240356338
0.1,1.361356816555577,0,[   nan 1.2689],[    nan 0.09246],1.361356816555577
0.1,1.3788101090755203,0,[    nan 1.28574],[    nan 0.09307],1.3788101090755203
0.1,1.3962634015954636,0,[   nan 1.3026],[    nan 0.09366],1.3962634015954636
0.1,1.413716694115407,0,[    nan 1.31949],[    nan 0.09423],1.413716694115407
0.1,1.4311699866353502,0,[   nan 1.3364],[    nan 0.09477],1.4311699866353502
0.1,1.4486232791552935,0,[    nan 1.35333],[    nan 0.09529],1.4486232791552935
0.1,1.4660765716752369,0,[    nan 1.37029],[    nan 0.09579],1.4660765716752369
0.1,1.4835298641951802,0,[    nan 1.38727],[    nan 0.09626],1.4835298641951802
0.1,1.5009831567151235,0,[    nan 1.40428],[    nan 0.09671],1.5009831567151235
0.1,1.5184364492350666,0,[    nan 1.42131],[    nan 0.09713],1.5184364492350666
0.1,1.53588974175501,0,[    nan 1.43837],[    nan 0.09752],1.53588974175501
0.1,1.5533430342749532,0,[1.45479 1.45545],[0.09855 0.09789],1.5533430342749532
0.1,1.5707963267948966,0,[1.47256     nan     nan],[0.09823     nan     nan],1.5707963267948966
0.1,1.5882496193148399,0,[1.4897  1.49036],[0.09855 0.09789],1.5882496193148399
0.1,1.6057029118347832,0,[1.50686     nan],[0.09884     nan],1.6057029118347832
0.1,1.6231562043547265,0,[1.52406     nan],[0.0991    nan],1.6231562043547265
0.1,1.6406094968746698,0,[1.54128     nan],[0.09933     nan],1.6406094968746698
0.1,1.6580627893946132,0,[1.55852     nan],[0.09954     nan],1.6580627893946132
0.1,1.6755160819145565,0,[1.5758    nan],[0.09972     nan],1.6755160819145565
0.1,1.6929693744344996,0,[1.5931    nan],[0.09987     nan],1.6929693744344996
0.1,1.710422666954443,0,[1.61044     nan],[0.09998     nan],1.710422666954443
0.1,1.7278759594743862,0,[1.6278    nan],[0.10007     nan],1.7278759594743862
0.1,1.7453292519943295,0,[1.6452    nan],[0.10013     nan],1.7453292519943295
0.1,1.7627825445142729,0,[1.66262     nan],[0.10016     nan],1.7627825445142729
0.1,1.7802358370342162,0,[1.68007     nan],[0.10016     nan],1.7802358370342162
0.1,1.7976891295541595,0,[1.69756     nan],[0.10013     nan],1.7976891295541595
0.1,1.8151424220741028,0,[1.71507     nan],[0.10007     nan],1.8151424220741028
0.1,1.8325957145940461,0,[1.73262     nan],[0.09998     nan],1.8325957145940461
0.1,1.8500490071139892,0,[1.7502    nan],[0.09985     nan],1.8500490071139892
0.1,1.8675022996339325,0,[1.76781     nan],[0.09969     nan],1.8675022996339325
0.1,1.8849555921538759,0,[1.78545     nan],[0.0995    nan],1.8849555921538759
0.1,1.9024088846738192,0,[1.80313     nan],[0.09928     nan],1.9024088846738192
0.1,1.9198621771937625,0,[1.82084     nan],[0.09902     nan],1.9198621771937625
0.1,1.9373154697137058,0,[1.83858     nan],[0.09873     nan],1.9373154697137058
0.1,1.9547687622336491,0,[1.85636     nan],[0.09841     nan],1.9547687622336491
0.1,1.9722220547535925,0,[1.87417     nan],[0.09806     nan],1.9722220547535925
0.1,1.9896753472735358,0,[1.89201     nan],[0.09767     nan],1.9896753472735358
0.1,2.007128639793479,0,[1.90989     nan],[0.09724     nan],2.007128639793479
0.1,2.0245819323134224,0,[1.9278    nan],[0.09678     nan],2.0245819323134224
0.1,2.0420352248333655,0,[1.94574     nan],[0.09629     nan],2.0420352248333655
0.1,2.059488517353309,0,[1.96373     nan],[0.09576     nan],2.059488517353309
0.1,2.076941809873252,0,[1.98174     nan],[0.0952    nan],2.076941809873252
0.1,2.0943951023931953,0,[1.99979     nan],[0.0946    nan],2.0943951023931953
0.1,2.111848394913139,0,[2.01788     nan],[0.09397     nan],2.111848394913139
0.1,2.129301687433082,0,[2.036   nan],[0.0933    nan],2.129301687433082
0.1,2.1467549799530254,0,[2.05416     nan],[0.09259     nan],2.1467549799530254
0.1,2.1642082724729685,0,[2.07236     nan],[0.09185     nan],2.1642082724729685
0.1,2.181661564992912,0,[2.09059     nan],[0.09108     nan],2.181661564992912
0.1,2.199114857512855,0,[2.10885     nan],[0.09026     nan],2.199114857512855
0.1,2.2165681500327987,0,[2.12715     nan],[0.08941     nan],2.2165681500327987
0.1,2.234021442552742,0,[2.14549     nan],[0.08853     nan],2.234021442552742
0.1,2.251474735072685,0,[2.16387     nan],[0.08761     nan],2.251474735072685
0.1,2.2689280275926285,0,[2.18228     nan],[0.08665     nan],2.2689280275926285
0.1,2.2863813201125716,0,[2.20073     nan],[0.08565     nan],2.2863813201125716
0.1,2.303834612632515,0,[2.21921     nan],[0.08462     nan],2.303834612632515
0.1,2.321287905152458,0,[2.23773     nan],[0.08356     nan],2.321287905152458
0.1,2.3387411976724017,0,[2.25629     nan],[0.08246     nan],2.3387411976724017
0.1,2.356194490192345,0,[2.27488     nan],[0.08132     nan],2.356194490192345
0.1,2.3736477827122884,0,[2.29351     nan],[0.08014     nan],2.3736477827122884
0.1,2.3911010752322315,0,[2.31217     nan],[0.07893     nan],2.3911010752322315
0.1,2.4085543677521746,0,[2.33087     nan],[0.07769     nan],2.4085543677521746
0.1,2.426007660272118,0,[2.3496    nan],[0.0764    nan],2.426007660272118
0.1,2.443460952792061,0,[2.36837     nan],[0.07509     nan],2.443460952792061
0.1,2.4609142453120048,0,[2.38718     nan],[0.07373     nan],2.4609142453120048
0.1,2.478367537831948,0,[2.40602     nan],[0.07235     nan],2.478367537831948
0.1,2.4958208303518914,0,[2.42489     nan],[0.07093     nan],2.4958208303518914
0.1,2.5132741228718345,0,[2.4438    nan],[0.06947     nan],2.5132741228718345
0.1,2.530727415391778,0,[2.46274     nan],[0.06798     nan],2.530727415391778
0.1,2.548180707911721,0,[2.48172     nan],[0.06646     nan],2.548180707911721
0.1,2.5656340004316642,0,[2.50073     nan],[0.06491     nan],2.5656340004316642
0.1,2.5830872929516078,0,[2.51977     nan],[0.06332     nan],2.5830872929516078
0.1,2.600540585471551,0,[2.53884     nan],[0.0617    nan],2.600540585471551
0.1,2.6179938779914944,0,[2.55794     nan],[0.06005     nan],2.6179938779914944
0.1,2.6354471705114375,0,[2.57708     nan],[0.05837     nan],2.6354471705114375
0.1,2.652900463031381,0,[2.59624     nan],[0.05666     nan],2.652900463031381
0.1,2.670353755551324,0,[2.61543     nan],[0.05492     nan],2.670353755551324
0.1,2.6878070480712677,0,[2.63466     nan],[0.05315     nan],2.6878070480712677
0.1,2.705260340591211,0,[2.65391     nan],[0.05135     nan],2.705260340591211
0.1,2.722713633111154,0,[2.67318     nan],[0.04953     nan],2.722713633111154
0.1,2.7401669256310974,0,[2.69249     nan],[0.04768     nan],2.7401669256310974
0.1,2.7576202181510405,0,[2.71182     nan],[0.0458    nan],2.7576202181510405
0.1,2.775073510670984,0,[2.73117     nan],[0.0439    nan],2.775073510670984
0.1,2.792526803190927,0,[2.75055     nan],[0.04197     nan],2.792526803190927
0.1,2.8099800957108707,0,[2.76996     nan],[0.04002     nan],2.8099800957108707
0.1,2.827433388230814,0,[2.78938     nan],[0.03805     nan],2.827433388230814
0.1,2.8448866807507573,0,[2.80883     nan],[0.03606     nan],2.8448866807507573
0.1,2.8623399732707004,0,[2.82829     nan],[0.03405     nan],2.8623399732707004
0.1,2.8797932657906435,0,[2.84778     nan],[0.03201     nan],2.8797932657906435
0.1,2.897246558310587,0,[2.86728     nan],[0.02996     nan],2.897246558310587
0.1,2.91469985083053,0,[2.8868    nan],[0.0279    nan],2.91469985083053
0.1,2.9321531433504737,0,[2.90634     nan],[0.02581     nan],2.9321531433504737
0.1,2.949606435870417,0,[2.92589     nan],[0.02372     nan],2.949606435870417
0.1,2.9670597283903604,0,[2.94546     nan],[0.0216    nan],2.9670597283903604
0.1,2.9845130209103035,0,[2.96503     nan],[0.01948     nan],2.9845130209103035
0.1,3.001966313430247,0,[2.98462     nan],[0.01734     nan],3.001966313430247
0.1,3.01941960595019,0,[3.00422     nan],[0.0152    nan],3.01941960595019
0.1,3.036872898470133,0,[3.02383     nan],[0.01304     nan],3.036872898470133
0.1,3.0543261909900767,0,[3.04344     nan],[0.01088     nan],3.0543261909900767
0.1,3.07177948351002,0,[3.06307     nan],[0.00871     nan],3.07177948351002
0.1,3.0892327760299634,0,[3.08269     nan],[0.00654     nan],3.0892327760299634
0.1,3.1066860685499065,0,[3.10232     nan],[0.00436     nan],3.1066860685499065
0.1,3.12413936106985,0,[3.12196 3.12268],[0.00218 0.00145],3.12413936106985
10.1,0.0,0,[nan  0. nan],[nan  0. nan],0.0
10.1,0.017453292519943295,0,[    nan 0.00914     nan     nan],[    nan 0.00832     nan     nan],0.017453292519943295
10.1,0.03490658503988659,0,[    nan 0.01828     nan     nan],[    nan 0.01663     nan     nan],0.03490658503988659
10.1,0.05235987755982989,0,[    nan 0.02741     nan     nan],[    nan 0.02495     nan     nan],0.05235987755982989
10.1,0.06981317007977318,0,[    nan 0.03655     nan     nan],[    nan 0.03326     nan     nan],0.06981317007977318
10.1,0.08726646259971647,0,[    nan 0.04569     nan     nan],[    nan 0.04158     nan     nan],0.08726646259971647
10.1,0.10471975511965978,0,[    nan 0.05483     nan     nan],[    nan 0.04989     nan     nan],0.10471975511965978
10.1,0.12217304763960307,0,[    nan 0.06397     nan     nan],[    nan 0.05821     nan     nan],0.12217304763960307
10.1,0.13962634015954636,0,[   nan 0.0731    nan    nan],[    nan 0.06652     nan     nan],0.13962634015954636
10.1,0.15707963267948966,0,[    nan 0.08224     nan     nan],[    nan 0.07484     nan     nan],0.15707963267948966
10.1,0.17453292519943295,0,[    nan 0.09138     nan     nan],[    nan 0.08315     nan     nan],0.17453292519943295
10.1,0.19198621771937624,0,[    nan 0.10052     nan     nan],[    nan 0.09147     nan     nan],0.19198621771937624
10.1,0.20943951023931956,0,[    nan 0.10965     nan     nan],[    nan 0.09979     nan     nan],0.20943951023931956
10.1,0.22689280275926285,0,[    nan 0.11879     nan     nan],[   nan 0.1081    nan    nan],0.22689280275926285
10.1,0.24434609527920614,0,[    nan 0.12792     nan     nan],[    nan 0.11642     nan     nan],0.24434609527920614
10.1,0.2617993877991494,0,[    nan 0.13706     nan     nan],[    nan 0.12474     nan     nan],0.2617993877991494
10.1,0.2792526803190927,0,[    nan 0.14619     nan     nan],[    nan 0.13306     nan     nan],0.2792526803190927
10.1,0.29670597283903605,0,[    nan 0.15533     nan     nan],[    nan 0.14138     nan     nan],0.29670597283903605
10.1,0.3141592653589793,0,[    nan 0.16446     nan     nan],[   nan 0.1497    nan    nan],0.3141592653589793
10.1,0.33161255787892263,0,[   nan 0.1736    nan    nan],[    nan 0.15802     nan     nan],0.33161255787892263
10.1,0.3490658503988659,0,[    nan 0.18273     nan     nan],[    nan 0.16634     nan     nan],0.3490658503988659
10.1,0.3665191429188092,0,[    nan 0.19186     nan     nan],[    nan 0.17466     nan     nan],0.3665191429188092
10.1,0.3839724354387525,0,[    nan 0.20099     nan     nan],[    nan 0.18298     nan     nan],0.3839724354387525
10.1,0.4014257279586958,0,[    nan 0.21013     nan     nan],[   nan 0.1913    nan    nan],0.4014257279586958
10.1,0.4188790204786391,0,[    nan 0.21926     nan     nan],[    nan 0.19962     nan     nan],0.4188790204786391
10.1,0.4363323129985824,0,[    nan 0.22839     nan     nan],[    nan 0.20795     nan     nan],0.4363323129985824
10.1,0.4537856055185257,0,[    nan 0.23752     nan     nan],[    nan 0.21627     nan     nan],0.4537856055185257
10.1,0.47123889803846897,0,[    nan 0.24665     nan     nan],[    nan 0.22459     nan     nan],0.47123889803846897
10.1,0.4886921905584123,0,[    nan 0.25577     nan     nan],[    nan 0.23292     nan     nan],0.4886921905584123
10.1,0.5061454830783556,0,[   nan 0.2649    nan    nan],[    nan 0.24124     nan     nan],0.5061454830783556
10.1,0.5235987755982988,0,[    nan 0.27403     nan     nan],[    nan 0.24957     nan     nan],0.5235987755982988
10.1,0.5410520681182421,0,[    nan 0.28315     nan     nan],[   nan 0.2579    nan    nan],0.5410520681182421
10.1,0.5585053606381855,0,[    nan 0.29228     nan     nan],[    nan 0.26623     nan     nan],0.5585053606381855
10.1,0.5759586531581288,0,[   nan 0.3014    nan    nan],[    nan 0.27456     nan     nan],0.5759586531581288
10.1,0.5934119456780721,0,[    nan 0.31053     nan     nan],[    nan 0.28289     nan     nan],0.5934119456780721
10.1,0.6108652381980153,0,[    nan 0.31965     nan     nan],[    nan 0.29122     nan     nan],0.6108652381980153
10.1,0.6283185307179586,0,[    nan 0.32877     nan     nan],[    nan 0.29955     nan     nan],0.6283185307179586
10.1,0.6457718232379019,0,[    nan 0.33789     nan     nan],[    nan 0.30788     nan     nan],0.6457718232379019
10.1,0.6632251157578453,0,[    nan 0.34701     nan     nan],[    nan 0.31622     nan     nan],0.6632251157578453
10.1,0.6806784082777885,0,[    nan 0.35613     nan     nan],[    nan 0.32455     nan     nan],0.6806784082777885
10.1,0.6981317007977318,0,[    nan 0.36525     nan     nan],[    nan 0.33289     nan     nan],0.6981317007977318
10.1,0.7155849933176751,0,[    nan 0.37436     nan     nan],[    nan 0.34122     nan     nan],0.7155849933176751
10.1,0.7330382858376184,0,[    nan 0.38348     nan     nan],[    nan 0.34956     nan     nan],0.7330382858376184
10.1,0.7504915783575618,0,[    nan 0.39259     nan     nan],[   nan 0.3579    nan    nan],0.7504915783575618
10.1,0.767944870877505,0,[   nan 0.4017    nan    nan],[    nan 0.36624     nan     nan],0.767944870877505
10.1,0.7853981633974483,0,[    nan 0.41082     nan     nan],[    nan 0.37458     nan     nan],0.7853981633974483
10.1,0.8028514559173916,0,[    nan 0.41993     nan     nan],[    nan 0.38292     nan     nan],0.8028514559173916
10.1,0.8203047484373349,0,[    nan 0.42904     nan     nan],[    nan 0.39127     nan     nan],0.8203047484373349
10.1,0.8377580409572782,0,[    nan 0.43814     nan     nan],[    nan 0.39961     nan     nan],0.8377580409572782
10.1,0.8552113334772214,0,[    nan 0.44725     nan     nan],[    nan 0.40796     nan     nan],0.8552113334772214
10.1,0.8726646259971648,0,[    nan 0.45636     nan     nan],[    nan 0.41631     nan     nan],0.8726646259971648
10.1,0.8901179185171081,0,[    nan 0.46546     nan     nan],[    nan 0.42466     nan     nan],0.8901179185171081
10.1,0.9075712110370514,0,[    nan 0.47456     nan     nan],[    nan 0.43301     nan     nan],0.9075712110370514
10.1,0.9250245035569946,0,[    nan 0.48367     nan     nan],[    nan 0.44136     nan     nan],0.9250245035569946
10.1,0.9424777960769379,0,[    nan 0.49277     nan     nan],[    nan 0.44971     nan     nan],0.9424777960769379
10.1,0.9599310885968813,0,[    nan 0.50186     nan     nan],[    nan 0.45807     nan     nan],0.9599310885968813
10.1,0.9773843811168246,0,[    nan 0.51096     nan     nan],[    nan 0.46642     nan     nan],0.9773843811168246
10.1,0.9948376736367679,0,[    nan 0.52006     nan     nan],[    nan 0.47478     nan     nan],0.9948376736367679
10.1,1.0122909661567112,0,[    nan 0.52915     nan     nan],[    nan 0.48314     nan     nan],1.0122909661567112
10.1,1.0297442586766545,0,[    nan 0.53824     nan     nan],[   nan 0.4915    nan    nan],1.0297442586766545
10.1,1.0471975511965976,0,[    nan 0.54734     nan     nan],[    nan 0.49986     nan     nan],1.0471975511965976
10.1,1.064650843716541,0,[    nan 0.55643     nan     nan],[    nan 0.50823     nan     nan],1.064650843716541
10.1,1.0821041362364843,0,[    nan 0.56551     nan     nan],[    nan 0.51659     nan     nan],1.0821041362364843
10.1,1.0995574287564276,0,[   nan 0.5746    nan    nan],[    nan 0.52496     nan     nan],1.0995574287564276
10.1,1.117010721276371,0,[    nan 0.58368     nan     nan],[    nan 0.53333     nan     nan],1.117010721276371
10.1,1.1344640137963142,0,[    nan 0.59277     nan     nan],[   nan 0.5417    nan    nan],1.1344640137963142
10.1,1.1519173063162575,0,[    nan 0.60185     nan     nan],[    nan 0.55007     nan     nan],1.1519173063162575
10.1,1.1693705988362009,0,[    nan 0.61093     nan     nan],[    nan 0.55844     nan     nan],1.1693705988362009
10.1,1.1868238913561442,0,[    nan 0.62001     nan     nan],[    nan 0.56682     nan     nan],1.1868238913561442
10.1,1.2042771838760873,0,[    nan 0.62908     nan     nan],[    nan 0.57519     nan     nan],1.2042771838760873
10.1,1.2217304763960306,0,[    nan 0.63816     nan     nan],[    nan 0.58357     nan     nan],1.2217304763960306
10.1,1.239183768915974,0,[    nan 0.64723     nan     nan],[    nan 0.59195     nan     nan],1.239183768915974
10.1,1.2566370614359172,0,[   nan 0.6563    nan    nan],[    nan 0.60034     nan     nan],1.2566370614359172
10.1,1.2740903539558606,0,[    nan 0.66537     nan     nan],[    nan 0.60872     nan     nan],1.2740903539558606
10.1,1.2915436464758039,0,[    nan 0.67444     nan     nan],[    nan 0.61711     nan     nan],1.2915436464758039
10.1,1.3089969389957472,0,[   nan 0.6835    nan    nan],[   nan 0.6255    nan    nan],1.3089969389957472
10.1,1.3264502315156905,0,[    nan 0.69256     nan     nan],[    nan 0.63389     nan     nan],1.3264502315156905
10.1,1.3439035240356338,0,[    nan 0.70162     nan     nan],[    nan 0.64228     nan     nan],1.3439035240356338
10.1,1.361356816555577,0,[    nan 0.71068     nan     nan],[    nan 0.65067     nan     nan],1.361356816555577
10.1,1.3788101090755203,0,[    nan 0.71974     nan     nan],[    nan 0.65907     nan     nan],1.3788101090755203
10.1,1.3962634015954636,0,[    nan 0.72879     nan     nan],[    nan 0.66747     nan     nan],1.3962634015954636
10.1,1.413716694115407,0,[    nan 0.73785     nan     nan],[    nan 0.67587     nan     nan],1.413716694115407
10.1,1.4311699866353502,0,[   nan 0.7469    nan    nan],[    nan 0.68427     nan     nan],1.4311699866353502
10.1,1.4486232791552935,0,[    nan 0.75595     nan     nan],[    nan 0.69268     nan     nan],1.4486232791552935
10.1,1.4660765716752369,0,[    nan 0.76499     nan     nan],[    nan 0.70108     nan     nan],1.4660765716752369
10.1,1.4835298641951802,0,[    nan 0.77404     nan     nan],[    nan 0.70949     nan     nan],1.4835298641951802
10.1,1.5009831567151235,0,[    nan 0.78308     nan     nan],[   nan 0.7179    nan    nan],1.5009831567151235
10.1,1.5184364492350666,0,[    nan 0.79212     nan     nan],[    nan 0.72632     nan     nan],1.5184364492350666
10.1,1.53588974175501,0,[    nan 0.80116     nan     nan],[    nan 0.73473     nan     nan],1.53588974175501
10.1,1.5533430342749532,0,[    nan 0.81019     nan     nan],[    nan 0.74315     nan     nan],1.5533430342749532
10.1,1.5707963267948966,0,[0.81923 0.81923     nan     nan],[0.75157 0.75157     nan     nan],1.5707963267948966
10.1,1.5882496193148399,0,[0.82826     nan     nan     nan],[0.75999     nan     nan     nan],1.5882496193148399
10.1,1.6057029118347832,0,[0.83728     nan     nan     nan],[0.76842     nan     nan     nan],1.6057029118347832
10.1,1.6231562043547265,0,[0.84631     nan     nan     nan],[0.77685     nan     nan     nan],1.6231562043547265
10.1,1.6406094968746698,0,[0.85533     nan     nan     nan],[0.78528     nan     nan     nan],1.6406094968746698
10.1,1.6580627893946132,0,[    nan     nan 2.43455     nan],[     nan      nan -0.77648      nan],1.6580627893946132
10.1,1.6755160819145565,0,[    nan     nan 2.44295     nan],[     nan      nan -0.76744      nan],1.6755160819145565
10.1,1.6929693744344996,0,[    nan     nan 2.45135     nan],[     nan      nan -0.75839      nan],1.6929693744344996
10.1,1.710422666954443,0,[    nan     nan 2.45975     nan],[     nan      nan -0.74933      nan],1.710422666954443
10.1,1.7278759594743862,0,[    nan     nan 2.46815     nan],[     nan      nan -0.74027      nan],1.7278759594743862
10.1,1.7453292519943295,0,[    nan     nan 2.47654     nan],[     nan      nan -0.73121      nan],1.7453292519943295
10.1,1.7627825445142729,0,[    nan     nan 2.48493     nan],[     nan      nan -0.72215      nan],1.7627825445142729
10.1,1.7802358370342162,0,[    nan     nan 2.49332     nan],[     nan      nan -0.71309      nan],1.7802358370342162
10.1,1.7976891295541595,0,[    nan     nan 2.50171     nan],[     nan      nan -0.70402      nan],1.7976891295541595
10.1,1.8151424220741028,0,[    nan     nan 2.51009     nan],[     nan      nan -0.69495      nan],1.8151424220741028
10.1,1.8325957145940461,0,[    nan     nan 2.51847     nan],[     nan      nan -0.68587      nan],1.8325957145940461
10.1,1.8500490071139892,0,[    nan     nan 2.52685     nan],[    nan     nan -0.6768     nan],1.8500490071139892
10.1,1.8675022996339325,0,[    nan     nan 2.53522     nan],[     nan      nan -0.66772      nan],1.8675022996339325
10.1,1.8849555921538759,0,[    nan     nan 2.54359     nan],[     nan      nan -0.65864      nan],1.8849555921538759
10.1,1.9024088846738192,0,[    nan     nan 2.55196     nan],[     nan      nan -0.64955      nan],1.9024088846738192
10.1,1.9198621771937625,0,[    nan     nan 2.56033     nan],[     nan      nan -0.64047      nan],1.9198621771937625
10.1,1.9373154697137058,0,[    nan     nan 2.56869     nan],[     nan      nan -0.63138      nan],1.9373154697137058
10.1,1.9547687622336491,0,[    nan     nan 2.57705     nan],[     nan      nan -0.62228      nan],1.9547687622336491
