K,omega1,omega2,theta1,theta2,omega_diff
20.1,2.321287905152458,0,[    nan     nan 2.74159     nan],[    nan     nan -0.4203     nan],2.321287905152458
20.1,2.3387411976724017,0,[    nan     nan 2.75011     nan],[     nan      nan -0.41137      nan],2.3387411976724017
20.1,2.356194490192345,0,[    nan     nan 2.75864     nan],[     nan      nan -0.40244      nan],2.356194490192345
20.1,2.3736477827122884,0,[    nan     nan 2.76716     nan],[     nan      nan -0.39351      nan],2.3736477827122884
20.1,2.3911010752322315,0,[    nan     nan 2.77568     nan],[     nan      nan -0.38458      nan],2.3911010752322315
20.1,2.4085543677521746,0,[   nan    nan 2.7842    nan],[     nan      nan -0.37565      nan],2.4085543677521746
20.1,2.426007660272118,0,[    nan     nan 2.79272     nan],[     nan      nan -0.36671      nan],2.426007660272118
20.1,2.443460952792061,0,[    nan     nan 2.80124     nan],[     nan      nan -0.35778      nan],2.443460952792061
20.1,2.4609142453120048,0,[    nan     nan 2.80976     nan],[     nan      nan -0.34884      nan],2.4609142453120048
20.1,2.478367537831948,0,[    nan     nan 2.81827     nan],[     nan      nan -0.33991      nan],2.478367537831948
20.1,2.4958208303518914,0,[    nan     nan 2.82679     nan],[     nan      nan -0.33097      nan],2.4958208303518914
20.1,2.5132741228718345,0,[    nan     nan 2.83531     nan],[     nan      nan -0.32203      nan],2.5132741228718345
20.1,2.530727415391778,0,[    nan     nan 2.84382     nan],[     nan      nan -0.31309      nan],2.530727415391778
20.1,2.548180707911721,0,[    nan     nan 2.85234     nan],[     nan      nan -0.30416      nan],2.548180707911721
20.1,2.5656340004316642,0,[    nan     nan 2.86085     nan],[     nan      nan -0.29522      nan],2.5656340004316642
20.1,2.5830872929516078,0,[    nan     nan 2.86936     nan],[     nan      nan -0.28628      nan],2.5830872929516078
20.1,2.600540585471551,0,[    nan     nan 2.87788     nan],[     nan      nan -0.27734      nan],2.600540585471551
20.1,2.6179938779914944,0,[    nan     nan 2.88639     nan],[    nan     nan -0.2684     nan],2.6179938779914944
20.1,2.6354471705114375,0,[   nan    nan 2.8949    nan],[     nan      nan -0.25945      nan],2.6354471705114375
20.1,2.652900463031381,0,[    nan     nan 2.90341     nan],[     nan      nan -0.25051      nan],2.652900463031381
20.1,2.670353755551324,0,[    nan     nan 2.91192     nan],[     nan      nan -0.24157      nan],2.670353755551324
20.1,2.6878070480712677,0,[    nan     nan 2.92043     nan],[     nan      nan -0.23263      nan],2.6878070480712677
20.1,2.705260340591211,0,[    nan     nan 2.92894     nan],[     nan      nan -0.22368      nan],2.705260340591211
20.1,2.722713633111154,0,[    nan     nan 2.93745     nan],[     nan      nan -0.21474      nan],2.722713633111154
20.1,2.7401669256310974,0,[    nan     nan 2.94596     nan],[    nan     nan -0.2058     nan],2.7401669256310974
20.1,2.7576202181510405,0,[    nan     nan 2.95447     nan],[     nan      nan -0.19685      nan],2.7576202181510405
20.1,2.775073510670984,0,[    nan     nan 2.96298     nan],[     nan      nan -0.18791      nan],2.775073510670984
20.1,2.792526803190927,0,[    nan     nan 2.97149     nan],[     nan      nan -0.17896      nan],2.792526803190927
20.1,2.8099800957108707,0,[ nan  nan 2.98  nan],[     nan      nan -0.17002      nan],2.8099800957108707
20.1,2.827433388230814,0,[   nan    nan 2.9885    nan],[     nan      nan -0.16107      nan],2.827433388230814
20.1,2.8448866807507573,0,[    nan     nan 2.99701     nan],[     nan      nan -0.15212      nan],2.8448866807507573
20.1,2.8623399732707004,0,[    nan     nan 3.00552     nan],[     nan      nan -0.14318      nan],2.8623399732707004
20.1,2.8797932657906435,0,[    nan     nan 3.01402     nan],[     nan      nan -0.13423      nan],2.8797932657906435
20.1,2.897246558310587,0,[    nan     nan 3.02253     nan],[     nan      nan -0.12528      nan],2.897246558310587
20.1,2.91469985083053,0,[    nan     nan 3.03103     nan],[     nan      nan -0.11633      nan],2.91469985083053
20.1,2.9321531433504737,0,[    nan     nan 3.03954     nan],[     nan      nan -0.10739      nan],2.9321531433504737
20.1,2.949606435870417,0,[    nan     nan 3.04804     nan],[     nan      nan -0.09844      nan],2.949606435870417
20.1,2.9670597283903604,0,[    nan     nan 3.05655     nan],[     nan      nan -0.08949      nan],2.9670597283903604
20.1,2.9845130209103035,0,[    nan     nan 3.06505     nan],[     nan      nan -0.08054      nan],2.9845130209103035
20.1,3.001966313430247,0,[    nan     nan 3.07356     nan],[     nan      nan -0.07159      nan],3.001966313430247
20.1,3.01941960595019,0,[    nan     nan 3.08206     nan],[     nan      nan -0.06264      nan],3.01941960595019
20.1,3.036872898470133,0,[    nan     nan 3.09057     nan],[     nan      nan -0.05369      nan],3.036872898470133
20.1,3.0543261909900767,0,[    nan     nan 3.09907     nan],[     nan      nan -0.04475      nan],3.0543261909900767
20.1,3.07177948351002,0,[    nan     nan 3.10758     nan],[    nan     nan -0.0358     nan],3.07177948351002
20.1,3.0892327760299634,0,[    nan     nan 3.11608     nan],[     nan      nan -0.02685      nan],3.0892327760299634
20.1,3.1066860685499065,0,[    nan     nan 3.12458     nan],[    nan     nan -0.0179     nan],3.1066860685499065
20.1,3.12413936106985,0,[    nan     nan 3.13309     nan],[     nan      nan -0.00895      nan],3.12413936106985
30.1,0.0,0,[nan  0. nan],[nan  0. nan],0.0
30.1,0.017453292519943295,0,[    nan 0.00887     nan     nan],[    nan 0.00858     nan     nan],0.017453292519943295
30.1,0.03490658503988659,0,[    nan 0.01774     nan     nan],[    nan 0.01717     nan     nan],0.03490658503988659
30.1,0.05235987755982989,0,[    nan 0.02661     nan     nan],[    nan 0.02575     nan     nan],0.05235987755982989
30.1,0.06981317007977318,0,[    nan 0.03548     nan     nan],[    nan 0.03434     nan     nan],0.06981317007977318
30.1,0.08726646259971647,0,[    nan 0.04435     nan     nan],[    nan 0.04292     nan     nan],0.08726646259971647
30.1,0.10471975511965978,0,[    nan 0.05322     nan     nan],[   nan 0.0515    nan    nan],0.10471975511965978
30.1,0.12217304763960307,0,[    nan 0.06208     nan     nan],[    nan 0.06009     nan     nan],0.12217304763960307
30.1,0.13962634015954636,0,[    nan 0.07095     nan     nan],[    nan 0.06867     nan     nan],0.13962634015954636
30.1,0.15707963267948966,0,[    nan 0.07982     nan     nan],[    nan 0.07726     nan     nan],0.15707963267948966
30.1,0.17453292519943295,0,[    nan 0.08869     nan     nan],[    nan 0.08584     nan     nan],0.17453292519943295
30.1,0.19198621771937624,0,[    nan 0.09756     nan     nan],[    nan 0.09443     nan     nan],0.19198621771937624
30.1,0.20943951023931956,0,[    nan 0.10643     nan     nan],[    nan 0.10301     nan     nan],0.20943951023931956
30.1,0.22689280275926285,0,[   nan 0.1153    nan    nan],[   nan 0.1116    nan    nan],0.22689280275926285
30.1,0.24434609527920614,0,[    nan 0.12416     nan     nan],[    nan 0.12018     nan     nan],0.24434609527920614
30.1,0.2617993877991494,0,[    nan 0.13303     nan     nan],[    nan 0.12877     nan     nan],0.2617993877991494
30.1,0.2792526803190927,0,[   nan 0.1419    nan    nan],[    nan 0.13735     nan     nan],0.2792526803190927
30.1,0.29670597283903605,0,[    nan 0.15077     nan     nan],[    nan 0.14594     nan     nan],0.29670597283903605
30.1,0.3141592653589793,0,[    nan 0.15964     nan     nan],[    nan 0.15452     nan     nan],0.3141592653589793
30.1,0.33161255787892263,0,[   nan 0.1685    nan    nan],[    nan 0.16311     nan     nan],0.33161255787892263
30.1,0.3490658503988659,0,[    nan 0.17737     nan     nan],[    nan 0.17169     nan     nan],0.3490658503988659
30.1,0.3665191429188092,0,[    nan 0.18624     nan     nan],[    nan 0.18028     nan     nan],0.3665191429188092
30.1,0.3839724354387525,0,[   nan 0.1951    nan    nan],[    nan 0.18887     nan     nan],0.3839724354387525
30.1,0.4014257279586958,0,[    nan 0.20397     nan     nan],[    nan 0.19745     nan     nan],0.4014257279586958
30.1,0.4188790204786391,0,[    nan 0.21284     nan     nan],[    nan 0.20604     nan     nan],0.4188790204786391
30.1,0.4363323129985824,0,[   nan 0.2217    nan    nan],[    nan 0.21463     nan     nan],0.4363323129985824
30.1,0.4537856055185257,0,[    nan 0.23057     nan     nan],[    nan 0.22322     nan     nan],0.4537856055185257
30.1,0.47123889803846897,0,[    nan 0.23944     nan     nan],[   nan 0.2318    nan    nan],0.47123889803846897
30.1,0.4886921905584123,0,[   nan 0.2483    nan    nan],[    nan 0.24039     nan     nan],0.4886921905584123
30.1,0.5061454830783556,0,[    nan 0.25717     nan     nan],[    nan 0.24898     nan     nan],0.5061454830783556
30.1,0.5235987755982988,0,[    nan 0.26603     nan     nan],[    nan 0.25757     nan     nan],0.5235987755982988
30.1,0.5410520681182421,0,[   nan 0.2749    nan    nan],[    nan 0.26616     nan     nan],0.5410520681182421
30.1,0.5585053606381855,0,[    nan 0.28376     nan     nan],[    nan 0.27475     nan     nan],0.5585053606381855
30.1,0.5759586531581288,0,[    nan 0.29262     nan     nan],[    nan 0.28334     nan     nan],0.5759586531581288
30.1,0.5934119456780721,0,[    nan 0.30149     nan     nan],[    nan 0.29193     nan     nan],0.5934119456780721
30.1,0.6108652381980153,0,[    nan 0.31035     nan     nan],[    nan 0.30052     nan     nan],0.6108652381980153
30.1,0.6283185307179586,0,[    nan 0.31921     nan     nan],[    nan 0.30911     nan     nan],0.6283185307179586
30.1,0.6457718232379019,0,[    nan 0.32808     nan     nan],[   nan 0.3177    nan    nan],0.6457718232379019
30.1,0.6632251157578453,0,[    nan 0.33694     nan     nan],[    nan 0.32629     nan     nan],0.6632251157578453
30.1,0.6806784082777885,0,[   nan 0.3458    nan    nan],[    nan 0.33488     nan     nan],0.6806784082777885
30.1,0.6981317007977318,0,[    nan 0.35466     nan     nan],[    nan 0.34347     nan     nan],0.6981317007977318
30.1,0.7155849933176751,0,[    nan 0.36352     nan     nan],[    nan 0.35206     nan     nan],0.7155849933176751
30.1,0.7330382858376184,0,[    nan 0.37238     nan     nan],[    nan 0.36066     nan     nan],0.7330382858376184
30.1,0.7504915783575618,0,[    nan 0.38124     nan     nan],[    nan 0.36925     nan     nan],0.7504915783575618
30.1,0.767944870877505,0,[   nan 0.3901    nan    nan],[    nan 0.37784     nan     nan],0.767944870877505
30.1,0.7853981633974483,0,[    nan 0.39896     nan     nan],[    nan 0.38644     nan     nan],0.7853981633974483
30.1,0.8028514559173916,0,[    nan 0.40782     nan     nan],[    nan 0.39503     nan     nan],0.8028514559173916
30.1,0.8203047484373349,0,[    nan 0.41668     nan     nan],[    nan 0.40363     nan     nan],0.8203047484373349
30.1,0.8377580409572782,0,[    nan 0.42553     nan     nan],[    nan 0.41222     nan     nan],0.8377580409572782
30.1,0.8552113334772214,0,[    nan 0.43439     nan     nan],[    nan 0.42082     nan     nan],0.8552113334772214
30.1,0.8726646259971648,0,[    nan 0.44325     nan     nan],[    nan 0.42942     nan     nan],0.8726646259971648
30.1,0.8901179185171081,0,[   nan 0.4521    nan    nan],[    nan 0.43801     nan     nan],0.8901179185171081
30.1,0.9075712110370514,0,[    nan 0.46096     nan     nan],[    nan 0.44661     nan     nan],0.9075712110370514
30.1,0.9250245035569946,0,[    nan 0.46982     nan     nan],[    nan 0.45521     nan     nan],0.9250245035569946
30.1,0.9424777960769379,0,[    nan 0.47867     nan     nan],[    nan 0.46381     nan     nan],0.9424777960769379
30.1,0.9599310885968813,0,[    nan 0.48752     nan     nan],[    nan 0.47241     nan     nan],0.9599310885968813
30.1,0.9773843811168246,0,[    nan 0.49638     nan     nan],[    nan 0.48101     nan     nan],0.9773843811168246
30.1,0.9948376736367679,0,[    nan 0.50523     nan     nan],[    nan 0.48961     nan     nan],0.9948376736367679
30.1,1.0122909661567112,0,[    nan 0.51408     nan     nan],[    nan 0.49821     nan     nan],1.0122909661567112
30.1,1.0297442586766545,0,[    nan 0.52294     nan     nan],[    nan 0.50681     nan     nan],1.0297442586766545
30.1,1.0471975511965976,0,[    nan 0.53179     nan     nan],[    nan 0.51541     nan     nan],1.0471975511965976
30.1,1.064650843716541,0,[    nan 0.54064     nan     nan],[    nan 0.52401     nan     nan],1.064650843716541
30.1,1.0821041362364843,0,[    nan 0.54949     nan     nan],[    nan 0.53262     nan     nan],1.0821041362364843
30.1,1.0995574287564276,0,[    nan 0.55834     nan     nan],[    nan 0.54122     nan     nan],1.0995574287564276
30.1,1.117010721276371,0,[    nan 0.56719     nan     nan],[    nan 0.54982     nan     nan],1.117010721276371
30.1,1.1344640137963142,0,[    nan 0.57603     nan     nan],[    nan 0.55843     nan     nan],1.1344640137963142
30.1,1.1519173063162575,0,[    nan 0.58488     nan     nan],[    nan 0.56704     nan     nan],1.1519173063162575
30.1,1.1693705988362009,0,[    nan 0.59373     nan     nan],[    nan 0.57564     nan     nan],1.1693705988362009
30.1,1.1868238913561442,0,[    nan 0.60257     nan     nan],[    nan 0.58425     nan     nan],1.1868238913561442
30.1,1.2042771838760873,0,[    nan 0.61142     nan     nan],[    nan 0.59286     nan     nan],1.2042771838760873
30.1,1.2217304763960306,0,[    nan 0.62027     nan     nan],[    nan 0.60147     nan     nan],1.2217304763960306
30.1,1.239183768915974,0,[    nan 0.62911     nan     nan],[    nan 0.61007     nan     nan],1.239183768915974
30.1,1.2566370614359172,0,[    nan 0.63795     nan     nan],[    nan 0.61868     nan     nan],1.2566370614359172
30.1,1.2740903539558606,0,[   nan 0.6468    nan    nan],[    nan 0.62729     nan     nan],1.2740903539558606
30.1,1.2915436464758039,0,[    nan 0.65564     nan     nan],[    nan 0.63591     nan     nan],1.2915436464758039
30.1,1.3089969389957472,0,[    nan 0.66448     nan     nan],[    nan 0.64452     nan     nan],1.3089969389957472
30.1,1.3264502315156905,0,[    nan 0.67332     nan     nan],[    nan 0.65313     nan     nan],1.3264502315156905
30.1,1.3439035240356338,0,[    nan 0.68216     nan     nan],[    nan 0.66174     nan     nan],1.3439035240356338
30.1,1.361356816555577,0,[  nan 0.691   nan   nan],[    nan 0.67036     nan     nan],1.361356816555577
30.1,1.3788101090755203,0,[    nan 0.69984     nan     nan],[    nan 0.67897     nan     nan],1.3788101090755203
30.1,1.3962634015954636,0,[    nan 0.70868     nan     nan],[    nan 0.68759     nan     nan],1.3962634015954636
30.1,1.413716694115407,0,[    nan 0.71751     nan     nan],[   nan 0.6962    nan    nan],1.413716694115407
30.1,1.4311699866353502,0,[    nan 0.72635     nan     nan],[    nan 0.70482     nan     nan],1.4311699866353502
30.1,1.4486232791552935,0,[    nan 0.73518     nan     nan],[    nan 0.71344     nan     nan],1.4486232791552935
30.1,1.4660765716752369,0,[    nan 0.74402     nan     nan],[    nan 0.72206     nan     nan],1.4660765716752369
30.1,1.4835298641951802,0,[    nan 0.75285     nan     nan],[    nan 0.73068     nan     nan],1.4835298641951802
30.1,1.5009831567151235,0,[    nan 0.76168     nan     nan],[   nan 0.7393    nan    nan],1.5009831567151235
30.1,1.5184364492350666,0,[    nan 0.77052     nan     nan],[    nan 0.74792     nan     nan],1.5184364492350666
30.1,1.53588974175501,0,[    nan 0.77935     nan     nan],[    nan 0.75654     nan     nan],1.53588974175501
30.1,1.5533430342749532,0,[    nan 0.78818     nan     nan],[    nan 0.76516     nan     nan],1.5533430342749532
30.1,1.5707963267948966,0,[0.79701 0.79701     nan],[0.77379 0.77379     nan],1.5707963267948966
30.1,1.5882496193148399,0,[0.80584     nan     nan     nan],[0.78241     nan     nan     nan],1.5882496193148399
30.1,1.6057029118347832,0,[    nan     nan 2.38533     nan],[     nan      nan -0.77962      nan],1.6057029118347832
30.1,1.6231562043547265,0,[    nan     nan 2.39395     nan],[     nan      nan -0.77079      nan],1.6231562043547265
30.1,1.6406094968746698,0,[    nan     nan 2.40257     nan],[     nan      nan -0.76196      nan],1.6406094968746698
30.1,1.6580627893946132,0,[    nan     nan 2.41119     nan],[     nan      nan -0.75313      nan],1.6580627893946132
30.1,1.6755160819145565,0,[    nan     nan 2.41981     nan],[     nan      nan -0.74429      nan],1.6755160819145565
30.1,1.6929693744344996,0,[    nan     nan 2.42843     nan],[     nan      nan -0.73546      nan],1.6929693744344996
30.1,1.710422666954443,0,[    nan     nan 2.43704     nan],[     nan      nan -0.72662      nan],1.710422666954443
30.1,1.7278759594743862,0,[    nan     nan 2.44566     nan],[     nan      nan -0.71778      nan],1.7278759594743862
30.1,1.7453292519943295,0,[    nan     nan 2.45428     nan],[     nan      nan -0.70895      nan],1.7453292519943295
30.1,1.7627825445142729,0,[    nan     nan 2.46289     nan],[     nan      nan -0.70011      nan],1.7627825445142729
30.1,1.7802358370342162,0,[   nan    nan 2.4715    nan],[     nan      nan -0.69127      nan],1.7802358370342162
30.1,1.7976891295541595,0,[    nan     nan 2.48012     nan],[     nan      nan -0.68243      nan],1.7976891295541595
30.1,1.8151424220741028,0,[    nan     nan 2.48873     nan],[     nan      nan -0.67359      nan],1.8151424220741028
30.1,1.8325957145940461,0,[    nan     nan 2.49734     nan],[     nan      nan -0.66475      nan],1.8325957145940461
30.1,1.8500490071139892,0,[    nan     nan 2.50595     nan],[    nan     nan -0.6559     nan],1.8500490071139892
30.1,1.8675022996339325,0,[    nan     nan 2.51456     nan],[     nan      nan -0.64706      nan],1.8675022996339325
30.1,1.8849555921538759,0,[    nan     nan 2.52317     nan],[     nan      nan -0.63822      nan],1.8849555921538759
30.1,1.9024088846738192,0,[    nan     nan 2.53178     nan],[     nan      nan -0.62937      nan],1.9024088846738192
30.1,1.9198621771937625,0,[    nan     nan 2.54039     nan],[     nan      nan -0.62052      nan],1.9198621771937625
30.1,1.9373154697137058,0,[    nan     nan 2.54899     nan],[     nan      nan -0.61168      nan],1.9373154697137058
30.1,1.9547687622336491,0,[   nan    nan 2.5576    nan],[     nan      nan -0.60283      nan],1.9547687622336491
30.1,1.9722220547535925,0,[   nan    nan 2.5662    nan],[     nan      nan -0.59398      nan],1.9722220547535925
30.1,1.9896753472735358,0,[    nan     nan 2.57481     nan],[     nan      nan -0.58513      nan],1.9896753472735358
30.1,2.007128639793479,0,[    nan     nan 2.58341     nan],[     nan      nan -0.57628      nan],2.007128639793479
30.1,2.0245819323134224,0,[    nan     nan 2.59202     nan],[     nan      nan -0.56743      nan],2.0245819323134224
30.1,2.0420352248333655,0,[    nan     nan 2.60062     nan],[     nan      nan -0.55858      nan],2.0420352248333655
30.1,2.059488517353309,0,[    nan     nan 2.60922     nan],[     nan      nan -0.54973      nan],2.059488517353309
30.1,2.076941809873252,0,[    nan     nan 2.61782     nan],[     nan      nan -0.54088      nan],2.076941809873252
30.1,2.0943951023931953,0,[    nan     nan 2.62642     nan],[     nan      nan -0.53203      nan],2.0943951023931953
30.1,2.111848394913139,0,[    nan     nan 2.63502     nan],[     nan      nan -0.52317      nan],2.111848394913139
30.1,2.129301687433082,0,[    nan     nan 2.64362     nan],[     nan      nan -0.51432      nan],2.129301687433082
30.1,2.1467549799530254,0,[    nan     nan 2.65222     nan],[     nan      nan -0.50546      nan],2.1467549799530254
30.1,2.1642082724729685,0,[    nan     nan 2.66082     nan],[     nan      nan -0.49661      nan],2.1642082724729685
30.1,2.181661564992912,0,[    nan     nan 2.66941     nan],[     nan      nan -0.48775      nan],2.181661564992912
30.1,2.199114857512855,0,[    nan     nan 2.67801     nan],[     nan      nan -0.47889      nan],2.199114857512855
30.1,2.2165681500327987,0,[   nan    nan 2.6866    nan],[     nan      nan -0.47004      nan],2.2165681500327987
30.1,2.234021442552742,0,[   nan    nan 2.6952    nan],[     nan      nan -0.46118      nan],2.234021442552742
30.1,2.251474735072685,0,[    nan     nan 2.70379     nan],[     nan      nan -0.45232      nan],2.251474735072685
30.1,2.2689280275926285,0,[    nan     nan 2.71239     nan],[     nan      nan -0.44346      nan],2.2689280275926285
30.1,2.2863813201125716,0,[    nan     nan 2.72098     nan],[    nan     nan -0.4346     nan],2.2863813201125716
30.1,2.303834612632515,0,[    nan     nan 2.72957     nan],[     nan      nan -0.42574      nan],2.303834612632515
30.1,2.321287905152458,0,[    nan     nan 2.73817     nan],[     nan      nan -0.41688      nan],2.321287905152458
30.1,2.3387411976724017,0,[    nan     nan 2.74676     nan],[     nan      nan -0.40802      nan],2.3387411976724017
30.1,2.356194490192345,0,[    nan     nan 2.75535     nan],[     nan      nan -0.39916      nan],2.356194490192345
30.1,2.3736477827122884,0,[    nan     nan 2.76394     nan],[     nan      nan -0.39029      nan],2.3736477827122884
30.1,2.3911010752322315,0,[    nan     nan 2.77253     nan],[     nan      nan -0.38143      nan],2.3911010752322315
30.1,2.4085543677521746,0,[    nan     nan 2.78112     nan],[     nan      nan -0.37257      nan],2.4085543677521746
30.1,2.426007660272118,0,[    nan     nan 2.78971     nan],[    nan     nan -0.3637     nan],2.426007660272118
30.1,2.443460952792061,0,[   nan    nan 2.7983    nan],[     nan      nan -0.35484      nan],2.443460952792061
30.1,2.4609142453120048,0,[    nan     nan 2.80689     nan],[     nan      nan -0.34597      nan],2.4609142453120048
30.1,2.478367537831948,0,[    nan     nan 2.81547     nan],[     nan      nan -0.33711      nan],2.478367537831948
30.1,2.4958208303518914,0,[    nan     nan 2.82406     nan],[     nan      nan -0.32824      nan],2.4958208303518914
30.1,2.5132741228718345,0,[    nan     nan 2.83265     nan],[     nan      nan -0.31937      nan],2.5132741228718345
30.1,2.530727415391778,0,[    nan     nan 2.84124     nan],[     nan      nan -0.31051      nan],2.530727415391778
30.1,2.548180707911721,0,[    nan     nan 2.84982     nan],[     nan      nan -0.30164      nan],2.548180707911721
30.1,2.5656340004316642,0,[    nan     nan 2.85841     nan],[     nan      nan -0.29277      nan],2.5656340004316642
30.1,2.5830872929516078,0,[    nan     nan 2.86699     nan],[     nan      nan -0.28391      nan],2.5830872929516078
30.1,2.600540585471551,0,[    nan     nan 2.87558     nan],[     nan      nan -0.27504      nan],2.600540585471551
30.1,2.6179938779914944,0,[    nan     nan 2.88416     nan],[     nan      nan -0.26617      nan],2.6179938779914944
30.1,2.6354471705114375,0,[    nan     nan 2.89275     nan],[    nan     nan -0.2573     nan],2.6354471705114375
30.1,2.652900463031381,0,[    nan     nan 2.90133     nan],[     nan      nan -0.24843      nan],2.652900463031381
30.1,2.670353755551324,0,[    nan     nan 2.90991     nan],[     nan      nan -0.23956      nan],2.670353755551324
30.1,2.6878070480712677,0,[   nan    nan 2.9185    nan],[     nan      nan -0.23069      nan],2.6878070480712677
30.1,2.705260340591211,0,[    nan     nan 2.92708     nan],[     nan      nan -0.22182      nan],2.705260340591211
30.1,2.722713633111154,0,[    nan     nan 2.93566     nan],[     nan      nan -0.21295      nan],2.722713633111154
30.1,2.7401669256310974,0,[    nan     nan 2.94425     nan],[     nan      nan -0.20408      nan],2.7401669256310974
30.1,2.7576202181510405,0,[    nan     nan 2.95283     nan],[     nan      nan -0.19521      nan],2.7576202181510405
30.1,2.775073510670984,0,[    nan     nan 2.96141     nan],[     nan      nan -0.18634      nan],2.775073510670984
30.1,2.792526803190927,0,[    nan     nan 2.96999     nan],[     nan      nan -0.17747      nan],2.792526803190927
30.1,2.8099800957108707,0,[    nan     nan 2.97857     nan],[     nan      nan -0.16859      nan],2.8099800957108707
30.1,2.827433388230814,0,[    nan     nan 2.98715     nan],[     nan      nan -0.15972      nan],2.827433388230814
30.1,2.8448866807507573,0,[    nan     nan 2.99574     nan],[     nan      nan -0.15085      nan],2.8448866807507573
30.1,2.8623399732707004,0,[    nan     nan 3.00432     nan],[     nan      nan -0.14198      nan],2.8623399732707004
30.1,2.8797932657906435,0,[   nan    nan 3.0129    nan],[    nan     nan -0.1331     nan],2.8797932657906435
30.1,2.897246558310587,0,[    nan     nan 3.02148     nan],[     nan      nan -0.12423      nan],2.897246558310587
30.1,2.91469985083053,0,[    nan     nan 3.03006     nan],[     nan      nan -0.11536      nan],2.91469985083053
30.1,2.9321531433504737,0,[    nan     nan 3.03864     nan],[     nan      nan -0.10649      nan],2.9321531433504737
30.1,2.949606435870417,0,[    nan     nan 3.04722     nan],[     nan      nan -0.09761      nan],2.949606435870417
30.1,2.9670597283903604,0,[   nan    nan 3.0558    nan],[     nan      nan -0.08874      nan],2.9670597283903604
30.1,2.9845130209103035,0,[    nan     nan 3.06438     nan],[     nan      nan -0.07987      nan],2.9845130209103035
30.1,3.001966313430247,0,[    nan     nan 3.07296     nan],[     nan      nan -0.07099      nan],3.001966313430247
30.1,3.01941960595019,0,[    nan     nan 3.08154     nan],[     nan      nan -0.06212      nan],3.01941960595019
30.1,3.036872898470133,0,[    nan     nan 3.09012     nan],[     nan      nan -0.05324      nan],3.036872898470133
30.1,3.0543261909900767,0,[   nan    nan 3.0987    nan],[     nan      nan -0.04437      nan],3.0543261909900767
30.1,3.07177948351002,0,[    nan     nan 3.10728     nan],[    nan     nan -0.0355     nan],3.07177948351002
30.1,3.0892327760299634,0,[    nan     nan 3.11585     nan],[     nan      nan -0.02662      nan],3.0892327760299634
30.1,3.1066860685499065,0,[    nan     nan 3.12443     nan],[     nan      nan -0.01775      nan],3.1066860685499065
30.1,3.12413936106985,0,[    nan     nan 3.13301     nan],[     nan      nan -0.00887      nan],3.12413936106985
40.1,0.0,0,[nan  0. nan],[nan  0. nan],0.0
40.1,0.017453292519943295,0,[    nan 0.00883     nan     nan],[    nan 0.00862     nan     nan],0.017453292519943295
40.1,0.03490658503988659,0,[    nan 0.01767     nan     nan],[    nan 0.01724     nan     nan],0.03490658503988659
40.1,0.05235987755982989,0,[   nan 0.0265    nan    nan],[    nan 0.02586     nan     nan],0.05235987755982989
40.1,0.06981317007977318,0,[    nan 0.03534     nan     nan],[    nan 0.03448     nan     nan],0.06981317007977318
40.1,0.08726646259971647,0,[    nan 0.04417     nan     nan],[   nan 0.0431    nan    nan],0.08726646259971647
40.1,0.10471975511965978,0,[  nan 0.053   nan   nan],[    nan 0.05172     nan     nan],0.10471975511965978
40.1,0.12217304763960307,0,[    nan 0.06184     nan     nan],[    nan 0.06033     nan     nan],0.12217304763960307
40.1,0.13962634015954636,0,[    nan 0.07067     nan     nan],[    nan 0.06895     nan     nan],0.13962634015954636
40.1,0.15707963267948966,0,[    nan 0.07951     nan     nan],[    nan 0.07757     nan     nan],0.15707963267948966
40.1,0.17453292519943295,0,[    nan 0.08834     nan     nan],[    nan 0.08619     nan     nan],0.17453292519943295
40.1,0.19198621771937624,0,[    nan 0.09717     nan     nan],[    nan 0.09481     nan     nan],0.19198621771937624
40.1,0.20943951023931956,0,[    nan 0.10601     nan     nan],[    nan 0.10343     nan     nan],0.20943951023931956
40.1,0.22689280275926285,0,[    nan 0.11484     nan     nan],[    nan 0.11205     nan     nan],0.22689280275926285
40.1,0.24434609527920614,0,[    nan 0.12367     nan     nan],[    nan 0.12067     nan     nan],0.24434609527920614
40.1,0.2617993877991494,0,[    nan 0.13251     nan     nan],[    nan 0.12929     nan     nan],0.2617993877991494
40.1,0.2792526803190927,0,[    nan 0.14134     nan     nan],[    nan 0.13791     nan     nan],0.2792526803190927
40.1,0.29670597283903605,0,[    nan 0.15017     nan     nan],[    nan 0.14653     nan     nan],0.29670597283903605
40.1,0.3141592653589793,0,[    nan 0.15901     nan     nan],[    nan 0.15515     nan     nan],0.3141592653589793
40.1,0.33161255787892263,0,[    nan 0.16784     nan     nan],[    nan 0.16377     nan     nan],0.33161255787892263
40.1,0.3490658503988659,0,[    nan 0.17667     nan     nan],[    nan 0.17239     nan     nan],0.3490658503988659
40.1,0.3665191429188092,0,[   nan 0.1855    nan    nan],[    nan 0.18101     nan     nan],0.3665191429188092
40.1,0.3839724354387525,0,[    nan 0.19434     nan     nan],[    nan 0.18964     nan     nan],0.3839724354387525
40.1,0.4014257279586958,0,[    nan 0.20317     nan     nan],[    nan 0.19826     nan     nan],0.4014257279586958
40.1,0.4188790204786391,0,[  nan 0.212   nan   nan],[    nan 0.20688     nan     nan],0.4188790204786391
