replicate	time	result	x	y	cue_reached
16	0	True	5.062097546424008	500.2571806533785	-1
16	50	True	6.477396247912613	500.61875337929916	-1
16	100	True	9.70496108453673	500.77198380763076	-1
16	150	True	14.040545939756438	501.35267113945525	-1
16	200	True	18.718918324421256	501.4330553588725	-1
16	250	True	23.358473601583984	500.9013045821226	-1
16	300	True	27.85607685995196	499.53823028467707	-1
16	350	True	32.42288591911064	498.46568918616225	-1
16	400	True	37.01482235051422	497.8644199849902	-1
16	450	True	41.498310908031776	497.1294746626605	-1
16	500	True	46.08038813510486	496.82083001425605	-1
16	550	True	50.552240665221554	496.5775076491001	-1
16	600	True	55.126241664017016	496.4095003941955	-1
16	650	True	59.638199420589494	497.0159449990142	-1
16	700	True	64.10147214400291	497.8263013541384	-1
16	750	True	68.65811888668387	498.6048177973701	-1
16	800	True	73.26519169959334	498.96314145051656	-1
16	850	True	77.89705552630579	499.3601582523616	-1
16	900	True	82.44208872006872	500.2821888152358	-1
16	950	True	86.98192761852606	501.3369682127138	-1
16	1000	True	91.43945928854879	502.8245104045613	-1
16	1050	True	96.05628362257069	503.224889712528	-1
16	1100	True	100.66811257979857	503.4830238378742	-1
16	1150	True	105.28805939964825	503.9466028040344	-1
16	1200	True	109.84186953830303	504.29334909078284	-1
16	1250	True	114.21622265809373	505.8537159507911	-1
16	1300	True	118.60133866959109	507.38302461504895	-1
16	1350	True	123.17592645243384	507.5575622961057	-1
16	1400	True	127.78232518567624	507.3303277367289	-1
16	1450	True	132.4314340453014	507.3409436219079	-1
16	1500	True	137.0167938690309	507.471880192324	-1
16	1550	True	141.48689511199615	507.87060288483354	-1
16	1600	True	146.03042813011905	507.6316775721427	-1
16	1650	True	150.5644172436176	507.6503424494943	-1
16	1700	True	154.93219531786724	506.38943515396153	-1
16	1750	True	159.45225964510374	505.3687429253858	-1
16	1800	True	164.0198312599171	504.4163380404883	-1
16	1850	True	168.62651814147256	503.66646495315456	-1
16	1900	True	173.06255060271954	503.2453474483886	-1
16	1950	True	177.38894746622262	501.9488851761829	-1
16	2000	True	181.98147172452218	501.58184801515034	-1
16	2050	True	186.4593902749234	501.886578567017	-1
16	2100	True	190.72646281099517	503.2466116086677	-1
16	2150	True	195.05314397738846	504.63319766138096	-1
16	2200	True	199.63270728591468	505.2613093536214	-1
16	2250	True	204.14999951095245	506.3624392754998	-1
16	2300	True	208.69483778265558	507.2864554907394	-1
16	2350	True	212.84184109654552	509.19056190773944	-1
16	2400	True	216.0987404525769	512.3910137573333	-1
16	2450	True	219.27794363783363	515.0100404455355	-1
16	2500	False	222.52874616570998	516.4001540979947	-1
16	2500	False	222.52874616570998	516.4001540979947	-1
7	0	True	4.851709107066582	499.82610336411943	-1
7	50	True	5.3280995831035325	500.37223177445117	-1
7	100	True	8.350872166654337	500.7325728848634	-1
7	150	True	12.784214541019704	501.40109603924327	-1
7	200	True	17.376668547305766	500.78436537957504	-1
7	250	True	21.99317934272017	500.520631735893	-1
7	300	True	26.619539564479748	500.1512970346337	-1
7	350	True	31.238997749008426	499.776706682787	-1
7	400	True	35.89498340174057	499.9342794497331	-1
7	450	True	40.54287103797495	499.6275898374837	-1
7	500	True	45.166732868475606	499.08130603867323	-1
7	550	True	49.77492725768767	498.7533022319059	-1
7	600	True	54.36891685042803	498.4806449509467	-1
7	650	True	59.01086977328286	498.6863800448904	-1
7	700	True	63.63954547258192	499.0495834852123	-1
7	750	True	68.21931634445262	498.8340868248641	-1
7	800	True	72.92046923847342	498.8927875875981	-1
7	850	True	77.49050884725301	499.4099376348427	-1
7	900	True	82.11890354929265	499.17961036542516	-1
7	950	True	86.66401790703567	499.69904930322434	-1
7	1000	True	91.09063810927356	499.5694197261048	-1
7	1050	True	95.53693466687191	498.81011619643164	-1
7	1100	True	99.98412883849755	499.08371772824444	-1
7	1150	True	104.33706916016283	500.4687547189651	-1
7	1200	True	108.6968935710922	501.3090755769214	-1
7	1250	True	113.26786458303874	501.6707289231119	-1
7	1300	True	117.74337376728133	502.0529816688769	-1
7	1350	True	122.26767213650218	502.2315363961115	-1
7	1400	True	126.87042843097616	502.7940605471062	-1
7	1450	True	131.31114936531765	503.17218486606424	-1
7	1500	True	135.64880018318425	503.5650880342931	-1
7	1550	True	140.03336903023438	502.35302505165765	-1
7	1600	True	144.64284727659086	501.6766055837678	-1
7	1650	True	149.14592685439257	500.6142459510423	-1
7	1700	True	153.60075069787754	499.4563021833064	-1
7	1750	True	158.1768167650093	498.65792339488985	-1
7	1800	True	162.7890117193669	498.2406635219973	-1
7	1850	True	167.36851288077636	497.4313281540969	-1
7	1900	True	171.882549015701	496.21508980518814	-1
7	1950	True	175.86529424243355	493.9335673780805	-1
7	2000	True	179.6085220471553	491.2546188414898	-1
7	2050	True	183.43265383805164	488.6072681250709	-1
7	2100	True	187.65169019561569	486.66342650582226	-1
7	2150	True	191.9661754491494	485.4163223480846	-1
7	2200	True	196.39647264253168	484.64773884759455	-1
7	2250	True	200.60956714150203	482.55431792580936	-1
7	2300	True	205.10622428447655	481.9470382176211	-1
7	2350	True	209.6182241509586	481.4335461625053	-1
7	2400	True	214.17397700242554	481.2515187010829	-1
7	2450	True	218.4216950582973	479.7674504307649	-1
7	2500	True	221.9698341815346	476.867092320291	-1
7	2550	False	225.39470821124166	475.0926436425531	-1
7	2550	False	225.39470821124166	475.0926436425531	-1
2	0	True	5.28108547304325	500.1771200202217	-1
2	50	True	7.112242143210158	499.5143877843459	-1
2	100	True	11.196913012042595	499.33958465327686	-1
2	150	True	15.679215761524164	499.4871553171288	-1
2	200	True	20.144627951723958	498.98515412428605	-1
2	250	True	24.718495715424478	498.7857072067633	-1
2	300	True	29.309129095425536	499.1531003436681	-1
2	350	True	33.94931552215164	499.46272042073707	-1
2	400	True	38.57250058461158	499.1514243281576	-1
2	450	True	43.233456826315624	499.392409479878	-1
2	500	True	47.78277731604272	500.0811963113012	-1
2	550	True	52.270478423961926	500.9665455519465	-1
2	600	True	56.81109662388246	501.7483979192053	-1
2	650	True	61.4672172915784	501.80114554328907	-1
2	700	True	66.02943175448438	501.66537049992917	-1
2	750	True	70.51830634774755	501.91242324126074	-1
2	800	True	75.11537328416196	502.34838154920084	-1
2	850	True	79.68115128769571	502.13254293243307	-1
2	900	True	84.15926521757538	502.2626042700627	-1
2	950	True	88.60242667794641	503.34492175112365	-1
2	1000	True	93.18813849706966	503.6740221085837	-1
2	1050	True	97.63777682191694	503.21984814911593	-1
2	1100	True	102.2040377405171	503.0274599828764	-1
2	1150	True	106.84074881163798	502.8714367393096	-1
2	1200	True	111.30981197550659	501.9984508257533	-1
2	1250	True	115.80620422855444	501.81318933125215	-1
2	1300	True	120.33156743923566	502.80705030578116	-1
